Word,Average_Impact
the,0.006160809328357334
premise,0.0028097259351768517
is,0.005055208940117409
quite,0.013194779391605484
funny,-0.029253881423851675
and,0.007234582781247897
things,-0.0038616108167050063
that,-0.006356856796648577
billy,-0.019359229014965812
crystal,-0.010532470776479924
danny,-0.0015509599866467307
de,-0.005140586591437946
vito,-0.01421105970680546
get,0.013159158360096155
into,0.012389816853162745
were,-0.013309279372472917
great,0.00933727534981217
now,0.01097915050421046
throw,0.0023362618492702154
momma,-0.0017772277573966807
from,0.007525062689111508
train,0.014286919650641517
was,0.010942724398294218
not,-0.00567235055206709
a,0.005578802217137055
comedy,0.007057121864947133
but,0.007821809783299844
it,0.005631642175393104
load,0.015879672225552956
of,0.008553246033510405
fun,0.01901842992025149
makes,0.011428133884550025
you,-0.004374547570242705
laugh,0.005359634385816053
title,0.0027993686010112364
may,0.01623098393473364
seem,0.00935286443788955
little,-0.0035382979322276056
strange,0.0087680700056957
entire,0.005102497494049481
movie,-0.010528248947359023
literally,-0.0015877298467221353
about,0.006174934162743353
although,0.001871206810205621
something,0.013418456993115252
just,-0.003923342245276015
as,-0.0006548364135483687
br,-0.002268122372195373
basically,-0.11767535993854664
wants,-0.08509912976931429
to,-0.025621919709307904
kill,-0.01886212588211828
his,0.019928620604431048
overbearing,0.017077544971612235
mother,-0.0026753009064513
fast,0.004068634706836783
forward,-0.01410542125590219
bit,-0.008630668389002671
some,-0.013620132619127538
random,-0.03869270370263389
events,-0.03420859633424317
take,-0.04421475912999315
place,-0.01644590454912806
scenes,-0.008314173841078552
seemed,0.005413432515397229
fit,0.005008421185720125
in,0.011304261453407167
for,6.851089268506246e-05
me,0.009343719890604766
this,-0.011009907734195393
did,-0.001739663789004945
make,0.014072803191505903
bad,0.021660133581334562
what,0.005759933726496049
wacky,0.0019440563425561018
pulls,-0.017841611428264525
off,-0.006966367468078846
well,0.016995390155590435
should,0.01482389396596189
be,0.0031191852543284355
seen,-0.006770855306576051
once,-0.0019998016419117705
say,-0.022373596827743973
saw,-0.042765052910326826
