Full,Ridge.min,Lasso.min,Lasso.1se,L.Refit,PCR
,0.02515476939850946,"(np.float64(0.02507184944423698), Lasso(alpha=np.float64(0.00046415888336127724), max_iter=10000))",0.02537525991313885,0.029838510614952587,0.025939995440811218
,0.035540579837067085,"(np.float64(0.037088098930492974), Lasso(alpha=np.float64(0.00035938136638046257), max_iter=10000))",0.039442717637065756,0.038782339162051156,0.03626024244440027
,0.026878647321093557,"(np.float64(0.02806509516525359), Lasso(alpha=np.float64(0.00016681005372000556), max_iter=10000))",0.0287063406752092,0.0290612063205266,0.03109141541164302
,0.029859120812644,"(np.float64(0.0310781887409775), Lasso(alpha=np.float64(0.0007742636826811262), max_iter=10000))",0.03739650525451283,0.03632525161325059,0.03078160675966888
,0.024166748313583973,"(np.float64(0.023915414273456108), Lasso(alpha=np.float64(0.00046415888336127724), max_iter=10000))",0.02867862361418759,0.024917223885097244,0.024154329413573383
,0.027239546533659866,"(np.float64(0.03163814579844539), Lasso(alpha=np.float64(0.0012915496650148827), max_iter=10000))",0.036302964947906316,0.03584260179324417,0.02733715337299929
,0.024881231636018866,"(np.float64(0.02441477320295481), Lasso(alpha=np.float64(0.00021544346900318823), max_iter=10000))",0.02863806587505302,0.024900499422461912,0.025722477684631758
,0.025214661041970468,"(np.float64(0.025037723194931413), Lasso(alpha=np.float64(0.00035938136638046257), max_iter=10000))",0.03294616271780632,0.03133162726548069,0.02468240740711193
,0.031492439787366454,"(np.float64(0.03192487408159476), Lasso(alpha=np.float64(0.00021544346900318823), max_iter=10000))",0.031543867236344655,0.038832530472711645,0.03618140376586313
,0.031098899562568685,"(np.float64(0.03079746220392078), Lasso(alpha=np.float64(0.00021544346900318823), max_iter=10000))",0.03462301750376149,0.031210420521141827,0.03489143648976583
,0.03097541171929305,"(np.float64(0.030410944454202723), Lasso(alpha=np.float64(0.00012915496650148828), max_iter=10000))",0.028802172663169114,0.02944400185213579,0.0364130487759753
,0.030978991307388005,"(np.float64(0.030072476628756086), Lasso(alpha=np.float64(0.00012915496650148828), max_iter=10000))",0.03328102658373777,0.032067779077092996,0.03261984509718512
,0.027758319394773287,"(np.float64(0.03006154562041235), Lasso(alpha=np.float64(0.001), max_iter=10000))",0.03604656940899546,0.03339278847813166,0.02738098355924305
,0.03592321532072731,"(np.float64(0.036922563067684856), Lasso(alpha=np.float64(0.00012915496650148828), max_iter=10000))",0.03611548145531547,0.03706312980070536,0.03925673065646001
,0.02287252962557255,"(np.float64(0.02466418693574606), Lasso(alpha=np.float64(0.00016681005372000556), max_iter=10000))",0.02433842644431703,0.025131314341480394,0.02754960616511959
,0.017323622361559255,"(np.float64(0.01726428717495183), Lasso(alpha=np.float64(0.00021544346900318823), max_iter=10000))",0.021387217950701917,0.02059109366542841,0.020821356249007123
,0.025476475068724816,"(np.float64(0.02531672051412373), Lasso(alpha=np.float64(0.00016681005372000556), max_iter=10000))",0.031731706474712,0.03057108251504571,0.02889880122228262
,0.024430111368144262,"(np.float64(0.024323172849835525), Lasso(alpha=np.float64(0.00046415888336127724), max_iter=10000))",0.03057237929037066,0.02766084975684375,0.025807243475188032
