Feature,Coefficient
cat__Store_Dept_38_92,-28554.467766874306
cat__Store_Dept_38_93,-6921.031247699969
cat__Store_Dept_38_94,-8000.893557905357
cat__Store_Dept_38_95,-27044.14908152056
cat__Store_Dept_38_96,-16.09358580843217
cat__Store_Dept_38_97,-4049.17796925484
cat__Store_Dept_38_98,-1545.1372275872757
cat__Store_Dept_38_99,-610.0781462282014
cat__Store_Dept_39_1,2551.1266773239877
cat__Store_Dept_39_10,-3420.4397406161183
cat__Store_Dept_39_11,5708.790868114562
cat__Store_Dept_39_12,233.15724715088112
cat__Store_Dept_39_13,24364.632023005903
cat__Store_Dept_39_14,6270.964851421013
cat__Store_Dept_39_16,12622.83854328683
cat__Store_Dept_39_17,1404.9551865776323
cat__Store_Dept_39_18,5667.718398292659
cat__Store_Dept_39_19,-1601.2089582873048
cat__Store_Dept_39_2,24035.818868388862
cat__Store_Dept_39_20,2516.9296105161084
cat__Store_Dept_39_21,1998.4565102314064
cat__Store_Dept_39_22,3757.278819729498
cat__Store_Dept_39_23,-2796.605806297351
cat__Store_Dept_39_24,750.4641142764332
cat__Store_Dept_39_25,-1753.179660141026
cat__Store_Dept_39_26,2393.7428373797957
cat__Store_Dept_39_27,-282.61579925767734
cat__Store_Dept_39_28,-281.9541865784032
cat__Store_Dept_39_29,157.4820661988534
cat__Store_Dept_39_3,8967.948546726253
cat__Store_Dept_39_30,-598.4885825076567
cat__Store_Dept_39_31,-87.2909922249245
cat__Store_Dept_39_32,-617.0012623785477
cat__Store_Dept_39_33,1317.182989865075
cat__Store_Dept_39_34,2705.170599007191
cat__Store_Dept_39_35,-986.2449587218271
cat__Store_Dept_39_36,-141.41813811219066
cat__Store_Dept_39_38,-17208.490981462604
cat__Store_Dept_39_4,18917.584814923135
cat__Store_Dept_39_40,14328.144459046782
cat__Store_Dept_39_41,-791.2079459701673
cat__Store_Dept_39_42,-1785.8451808703905
cat__Store_Dept_39_44,220.80866060425336
cat__Store_Dept_39_45,-342.6726047214729
cat__Store_Dept_39_46,14227.76332680236
cat__Store_Dept_39_47,-325.01283535262445
cat__Store_Dept_39_49,1627.3217116184985
cat__Store_Dept_39_5,3018.4104330526234
cat__Store_Dept_39_51,-360.08223833978394
cat__Store_Dept_39_52,-243.61348165387767
cat__Store_Dept_39_54,-355.7861350509394
cat__Store_Dept_39_55,2166.3279027301073
cat__Store_Dept_39_56,103.09552209362707
cat__Store_Dept_39_58,-1319.6339362606882
cat__Store_Dept_39_59,-196.8319145596752
cat__Store_Dept_39_6,380.62911670008344
cat__Store_Dept_39_60,-252.26931474880755
cat__Store_Dept_39_67,4024.8704510553275
cat__Store_Dept_39_7,15964.746074284696
cat__Store_Dept_39_71,1351.0587052053197
cat__Store_Dept_39_72,7818.903339566851
cat__Store_Dept_39_74,8161.489311153771
cat__Store_Dept_39_77,-582.2365249319882
cat__Store_Dept_39_78,-290.0129517018362
cat__Store_Dept_39_79,17338.579886083164
cat__Store_Dept_39_8,6171.184726700199
cat__Store_Dept_39_80,692.7381358425836
cat__Store_Dept_39_81,3748.1639268128847
cat__Store_Dept_39_82,7020.629542811331
cat__Store_Dept_39_83,2217.4311056791144
cat__Store_Dept_39_85,-731.588833486555
cat__Store_Dept_39_87,-6572.017869123916
cat__Store_Dept_39_9,-299.5778910943412
cat__Store_Dept_39_90,33787.71772263426
cat__Store_Dept_39_91,26879.644295215458
cat__Store_Dept_39_92,35628.81116910298
cat__Store_Dept_39_93,13605.973228733741
cat__Store_Dept_39_94,30208.04940108085
cat__Store_Dept_39_95,33666.616657285944
cat__Store_Dept_39_96,15052.549970623399
cat__Store_Dept_39_97,9918.391644767786
cat__Store_Dept_39_98,3402.131356850891
cat__Store_Dept_39_99,-419.0826140325511
cat__Store_Dept_3_1,-11876.532327710858
cat__Store_Dept_3_10,-7485.163806324587
cat__Store_Dept_3_11,-5793.928722535031
cat__Store_Dept_3_12,-1984.1568023674754
cat__Store_Dept_3_13,-18962.358817911332
cat__Store_Dept_3_14,-10307.243833971892
cat__Store_Dept_3_16,-6660.683761244891
cat__Store_Dept_3_17,-7610.2963560145345
cat__Store_Dept_3_18,-3823.7398874059754
cat__Store_Dept_3_19,-856.2240931665315
cat__Store_Dept_3_2,-26311.14318940249
cat__Store_Dept_3_20,-3698.1033945469667
cat__Store_Dept_3_21,-3963.829330104543
cat__Store_Dept_3_22,-6206.60412853176
cat__Store_Dept_3_23,-10635.089694241515
cat__Store_Dept_3_24,-2912.3207720307973
cat__Store_Dept_3_25,-4755.786788919371
cat__Store_Dept_3_26,-4062.614653277485
cat__Store_Dept_3_27,-1196.6830190566645
cat__Store_Dept_3_28,-732.6214932336775
cat__Store_Dept_3_29,-3997.366320089958
cat__Store_Dept_3_3,-6390.798437424089
cat__Store_Dept_3_30,-3162.2706397771135
cat__Store_Dept_3_31,-1555.6262984116179
cat__Store_Dept_3_32,-2331.345133345544
cat__Store_Dept_3_33,-2379.571637219086
cat__Store_Dept_3_34,-9048.335191266451
cat__Store_Dept_3_35,-1589.3885058576923
cat__Store_Dept_3_36,-1634.0017670588445
cat__Store_Dept_3_38,49566.07322698523
cat__Store_Dept_3_4,-17324.99096101077
cat__Store_Dept_3_40,-26090.329281704147
cat__Store_Dept_3_41,-1348.136553779996
cat__Store_Dept_3_42,-945.98552354008
cat__Store_Dept_3_44,-2061.1810150540846
cat__Store_Dept_3_45,-281.5060652009999
cat__Store_Dept_3_46,-13733.615040990326
cat__Store_Dept_3_47,-201.47775679594068
cat__Store_Dept_3_49,-6072.751267570014
cat__Store_Dept_3_5,-9559.678849731376
cat__Store_Dept_3_51,-400.27760069453035
cat__Store_Dept_3_52,-1183.8651744740032
cat__Store_Dept_3_54,-386.79747965670794
cat__Store_Dept_3_55,-2478.5596109605917
cat__Store_Dept_3_56,-2129.4249884649053
cat__Store_Dept_3_59,-727.7990221884021
cat__Store_Dept_3_6,-2631.9534303724413
cat__Store_Dept_3_60,-458.4459571558568
cat__Store_Dept_3_67,-5602.3593149811795
cat__Store_Dept_3_7,-14130.898104242646
cat__Store_Dept_3_71,-3998.1851327475383
cat__Store_Dept_3_72,-24685.955986801
cat__Store_Dept_3_74,-10479.636292291641
cat__Store_Dept_3_77,-88.27613469951766
cat__Store_Dept_3_78,-247.2842203615089
cat__Store_Dept_3_79,-14603.675715170144
cat__Store_Dept_3_8,-21488.659015713234
cat__Store_Dept_3_80,-11174.762447427893
cat__Store_Dept_3_81,-14032.065181528622
cat__Store_Dept_3_82,-8762.450348883589
cat__Store_Dept_3_83,-3172.368350733705
cat__Store_Dept_3_85,-1564.024112343811
cat__Store_Dept_3_87,-12305.799089708615
cat__Store_Dept_3_9,-10917.875257261287
cat__Store_Dept_3_90,-42910.449760485615
cat__Store_Dept_3_91,-32940.84024975124
cat__Store_Dept_3_92,-66119.17180054144
cat__Store_Dept_3_94,-28330.75811667559
cat__Store_Dept_3_95,-53044.17538284539
cat__Store_Dept_3_96,-8007.424677601046
cat__Store_Dept_3_97,-13573.77282126418
cat__Store_Dept_3_98,-6900.045619161773
cat__Store_Dept_40_1,-295.61457764481133
cat__Store_Dept_40_10,1281.457909367266
cat__Store_Dept_40_11,-1796.5775451694722
cat__Store_Dept_40_12,21.458201296114492
cat__Store_Dept_40_13,-8790.245197950893
cat__Store_Dept_40_14,-2547.3861799854376
cat__Store_Dept_40_16,-967.9066594845461
cat__Store_Dept_40_17,-2638.2633001049503
cat__Store_Dept_40_18,-2038.4328363183017
cat__Store_Dept_40_19,-1626.7919993378564
cat__Store_Dept_40_2,-16288.355139817488
cat__Store_Dept_40_20,-1819.6618630087999
cat__Store_Dept_40_21,1407.3168280479265
cat__Store_Dept_40_22,-2813.2067954827016
cat__Store_Dept_40_23,-7372.582504040776
cat__Store_Dept_40_24,-2712.897887721895
cat__Store_Dept_40_25,-2272.690597485061
cat__Store_Dept_40_26,-2629.686052398926
cat__Store_Dept_40_27,-698.6045495476153
cat__Store_Dept_40_28,-581.6434025362416
cat__Store_Dept_40_29,-2258.8159782605317
cat__Store_Dept_40_3,-5364.985762337204
cat__Store_Dept_40_30,-1744.937241103722
cat__Store_Dept_40_31,-1103.0620267231147
cat__Store_Dept_40_32,-2034.0539940789495
cat__Store_Dept_40_33,-2504.615181094063
cat__Store_Dept_40_34,-6030.254045600377
cat__Store_Dept_40_35,-1012.4153576535354
cat__Store_Dept_40_36,-1436.6022923656083
cat__Store_Dept_40_37,-1348.207202116577
cat__Store_Dept_40_38,-24046.258073560413
cat__Store_Dept_40_4,-1383.7887485992615
cat__Store_Dept_40_40,-10960.58321414302
cat__Store_Dept_40_41,-1716.2821407446886
cat__Store_Dept_40_42,-741.5090040862121
cat__Store_Dept_40_44,-923.8362923196166
cat__Store_Dept_40_45,-337.84227751922776
cat__Store_Dept_40_46,-10455.031833244859
cat__Store_Dept_40_47,-397.75973388467503
cat__Store_Dept_40_48,-470.5593236897169
cat__Store_Dept_40_49,-5973.732500505386
cat__Store_Dept_40_5,-3154.670674373963
cat__Store_Dept_40_51,-345.56481203151696
cat__Store_Dept_40_52,-1191.6864422690844
cat__Store_Dept_40_54,-353.97423618035754
cat__Store_Dept_40_55,-429.6147822307706
cat__Store_Dept_40_56,103.52604108200086
cat__Store_Dept_40_58,-669.9030279450761
cat__Store_Dept_40_59,-665.8605745871245
cat__Store_Dept_40_6,-601.1016584257048
cat__Store_Dept_40_60,-476.84071797190785
cat__Store_Dept_40_67,-581.4100575382557
cat__Store_Dept_40_7,-5072.532810894156
cat__Store_Dept_40_71,-2744.509616387577
cat__Store_Dept_40_72,-7456.248145943271
cat__Store_Dept_40_74,-4079.185084870466
cat__Store_Dept_40_77,-411.6012580068763
cat__Store_Dept_40_78,-346.19724484681643
cat__Store_Dept_40_79,-8679.890583519013
cat__Store_Dept_40_8,4035.0609880119514
cat__Store_Dept_40_80,5243.408213374772
cat__Store_Dept_40_81,4472.709902738848
cat__Store_Dept_40_82,-1931.3891900303067
cat__Store_Dept_40_83,-79.80273476423334
cat__Store_Dept_40_85,-465.2600243073218
cat__Store_Dept_40_87,6525.281017341917
cat__Store_Dept_40_9,-733.9644392406888
cat__Store_Dept_40_90,16645.218939915983
cat__Store_Dept_40_91,10009.424476318367
cat__Store_Dept_40_92,22555.82912399044
cat__Store_Dept_40_93,1729.1284890380327
cat__Store_Dept_40_94,9284.830121863608
cat__Store_Dept_40_95,-2083.646285060934
cat__Store_Dept_40_96,3441.043890878173
cat__Store_Dept_40_97,3218.815296078479
cat__Store_Dept_40_98,1891.8094863232018
cat__Store_Dept_40_99,-657.0680765908031
cat__Store_Dept_41_1,3934.6287057418267
cat__Store_Dept_41_10,-3198.820980231657
cat__Store_Dept_41_11,-1049.5631743520219
cat__Store_Dept_41_12,-95.05148141348465
cat__Store_Dept_41_13,2102.5312825865026
cat__Store_Dept_41_14,2206.2470820156955
cat__Store_Dept_41_16,4509.428207150668
cat__Store_Dept_41_17,1723.8596827655108
cat__Store_Dept_41_18,1746.3382563666341
cat__Store_Dept_41_19,-508.70982485890835
cat__Store_Dept_41_2,5205.67809569682
cat__Store_Dept_41_20,207.73679405823313
cat__Store_Dept_41_21,-112.63053446612952
cat__Store_Dept_41_22,1030.5748068757082
cat__Store_Dept_41_23,-2541.0620459255283
cat__Store_Dept_41_24,-526.3260199024844
cat__Store_Dept_41_25,-1685.197585948086
cat__Store_Dept_41_26,-518.9038969230384
cat__Store_Dept_41_27,-354.1931366335986
cat__Store_Dept_41_28,-449.1864431631575
cat__Store_Dept_41_29,-1357.7546245074918
cat__Store_Dept_41_3,5353.899639533454
cat__Store_Dept_41_30,-1613.6440607785066
cat__Store_Dept_41_31,-368.66352152597625
cat__Store_Dept_41_32,-1243.909724339386
cat__Store_Dept_41_33,120.27027619455282
cat__Store_Dept_41_34,-700.3740806323382
cat__Store_Dept_41_35,-859.3845239750767
cat__Store_Dept_41_36,-629.4218558852983
cat__Store_Dept_41_37,-3347.8007587520165
cat__Store_Dept_41_38,-14219.109274525383
cat__Store_Dept_41_4,4657.3011777403435
cat__Store_Dept_41_40,9853.25720496171
cat__Store_Dept_41_41,-162.58059324451438
cat__Store_Dept_41_42,-289.4634737045843
cat__Store_Dept_41_44,412.56783284557815
cat__Store_Dept_41_45,-367.41122164442487
cat__Store_Dept_41_46,8341.968903279461
cat__Store_Dept_41_47,-330.7884649594051
cat__Store_Dept_41_48,-57.573906281923875
cat__Store_Dept_41_49,-119.7300468964396
cat__Store_Dept_41_5,4577.761023754995
cat__Store_Dept_41_51,-378.64428148494164
cat__Store_Dept_41_52,-195.65150338415745
cat__Store_Dept_41_54,-389.8055496759057
cat__Store_Dept_41_55,645.9621693890921
cat__Store_Dept_41_56,4206.821185922455
cat__Store_Dept_41_58,1358.7720979566845
cat__Store_Dept_41_59,-125.97820760311134
cat__Store_Dept_41_6,699.8903540180424
cat__Store_Dept_41_60,-144.38042921199283
cat__Store_Dept_41_67,2181.313624255613
cat__Store_Dept_41_7,9945.68787569335
cat__Store_Dept_41_71,225.34540257233027
cat__Store_Dept_41_72,7900.9575031915965
cat__Store_Dept_41_74,4797.326972973585
cat__Store_Dept_41_77,-496.6032753020007
cat__Store_Dept_41_78,-432.111303203314
cat__Store_Dept_41_79,-29.32092040770232
cat__Store_Dept_41_8,3769.872254151027
cat__Store_Dept_41_80,6166.598109796551
cat__Store_Dept_41_81,4468.703157625313
cat__Store_Dept_41_82,3348.0013124281186
cat__Store_Dept_41_83,402.07408743333343
cat__Store_Dept_41_85,-178.26208145949877
cat__Store_Dept_41_87,-3442.0005272210497
cat__Store_Dept_41_9,12802.716852675623
cat__Store_Dept_41_90,25890.313622238755
cat__Store_Dept_41_91,19256.436568141096
cat__Store_Dept_41_92,41263.436651843454
cat__Store_Dept_41_93,9416.35895265096
cat__Store_Dept_41_94,17724.937333062313
cat__Store_Dept_41_95,19588.904626761978
cat__Store_Dept_41_96,-9053.423671014758
cat__Store_Dept_41_97,5764.153259144691
cat__Store_Dept_41_98,2996.5494327333677
cat__Store_Dept_41_99,-306.57681488013105
cat__Store_Dept_42_1,-8726.409630532453
cat__Store_Dept_42_10,-17822.178569214557
cat__Store_Dept_42_11,-13670.802578302413
cat__Store_Dept_42_12,-4274.750709638341
cat__Store_Dept_42_13,-15221.520661234646
cat__Store_Dept_42_14,-13408.593366810099
cat__Store_Dept_42_16,-13616.92201967447
cat__Store_Dept_42_17,-9723.233402731052
cat__Store_Dept_42_18,-7070.15773991499
cat__Store_Dept_42_2,-27068.05001546061
cat__Store_Dept_42_20,-5734.648437574857
cat__Store_Dept_42_21,-3920.5523939849236
cat__Store_Dept_42_22,-9801.175813326194
cat__Store_Dept_42_23,-21429.49750213732
cat__Store_Dept_42_25,-8924.912598197405
cat__Store_Dept_42_26,-7881.258747571496
cat__Store_Dept_42_27,-1694.7609570295258
cat__Store_Dept_42_28,-844.3400596033327
cat__Store_Dept_42_3,-11084.3611894222
cat__Store_Dept_42_31,-2379.219113108912
cat__Store_Dept_42_32,-6608.224400513302
cat__Store_Dept_42_33,-5477.920822111481
cat__Store_Dept_42_34,-13227.380303511634
cat__Store_Dept_42_38,-21316.641242712878
cat__Store_Dept_42_4,-10839.907142706414
cat__Store_Dept_42_40,-24410.705670851698
cat__Store_Dept_42_41,-1930.832460588592
cat__Store_Dept_42_42,-5157.85767576607
cat__Store_Dept_42_44,-4210.486099127452
cat__Store_Dept_42_46,-13871.938451210279
cat__Store_Dept_42_49,-6256.385955755687
cat__Store_Dept_42_5,-19985.36585754285
cat__Store_Dept_42_52,-2100.6452861226207
cat__Store_Dept_42_55,-10361.744638781849
cat__Store_Dept_42_56,-5166.586425224446
cat__Store_Dept_42_59,-856.0728562513466
cat__Store_Dept_42_6,-4136.637904099206
cat__Store_Dept_42_60,-256.64573691908856
cat__Store_Dept_42_67,-6390.634249347297
cat__Store_Dept_42_7,-23446.923826939692
cat__Store_Dept_42_71,-4845.115837277221
cat__Store_Dept_42_72,-54409.19097486081
cat__Store_Dept_42_74,-13607.220752358287
cat__Store_Dept_42_79,-8084.35897061644
cat__Store_Dept_42_8,-11641.041379524515
cat__Store_Dept_42_80,4172.993563685147
cat__Store_Dept_42_81,498.7208990179944
cat__Store_Dept_42_82,-8026.285989907409
cat__Store_Dept_42_83,215.01929069654759
cat__Store_Dept_42_85,-2394.694436263416
cat__Store_Dept_42_87,-12272.524179009508
cat__Store_Dept_42_9,-19550.486530403163
cat__Store_Dept_42_90,8851.905323491088
cat__Store_Dept_42_91,9676.305372024608
cat__Store_Dept_42_92,9771.572060647497
cat__Store_Dept_42_93,7173.88169048528
cat__Store_Dept_42_94,6457.2157025839015
cat__Store_Dept_42_95,-7487.302478693552
cat__Store_Dept_42_96,3198.1550332063075
cat__Store_Dept_42_97,3564.327450934532
cat__Store_Dept_42_98,280.5823945604467
cat__Store_Dept_43_1,-11501.537918456788
cat__Store_Dept_43_10,-17713.48082095651
cat__Store_Dept_43_11,-14029.127339734237
cat__Store_Dept_43_12,-4271.6921137077225
cat__Store_Dept_43_13,-12374.635332034524
cat__Store_Dept_43_14,-13253.896086868504
cat__Store_Dept_43_16,-12027.443914610638
cat__Store_Dept_43_17,-9600.83682470786
cat__Store_Dept_43_18,-7674.072865631847
cat__Store_Dept_43_2,-22271.69522535342
cat__Store_Dept_43_20,-5536.418061934816
cat__Store_Dept_43_21,-3625.5543683320625
cat__Store_Dept_43_22,-9533.385541156
cat__Store_Dept_43_23,-22332.221484737755
cat__Store_Dept_43_24,-4484.928172752771
cat__Store_Dept_43_25,-8928.101194269913
cat__Store_Dept_43_26,-6859.803354363071
cat__Store_Dept_43_27,-1345.2752714815272
cat__Store_Dept_43_28,-815.864604851786
cat__Store_Dept_43_3,-10904.984919583976
cat__Store_Dept_43_31,-2551.8833833633184
cat__Store_Dept_43_32,-6497.161232869996
cat__Store_Dept_43_33,-6612.477808286499
cat__Store_Dept_43_38,-2724.8014708338587
cat__Store_Dept_43_4,-7412.831846976619
cat__Store_Dept_43_40,-26054.57146490174
cat__Store_Dept_43_42,-5145.735218091655
cat__Store_Dept_43_44,-3761.0082615391716
cat__Store_Dept_43_46,-12421.475090454247
cat__Store_Dept_43_49,-6178.746172125294
cat__Store_Dept_43_5,-20128.879850605073
cat__Store_Dept_43_52,-2094.337775999347
cat__Store_Dept_43_55,-9169.768556230763
cat__Store_Dept_43_56,-4570.6002987081665
cat__Store_Dept_43_59,-890.6538481421817
cat__Store_Dept_43_6,-4794.896967600496
cat__Store_Dept_43_60,-97.40546869633165
cat__Store_Dept_43_67,-6399.849740886199
cat__Store_Dept_43_7,-23663.48502624895
cat__Store_Dept_43_71,-5148.913967524168
cat__Store_Dept_43_72,-47438.60150958634
cat__Store_Dept_43_74,-13199.24955666611
cat__Store_Dept_43_79,-8148.69748527739
cat__Store_Dept_43_8,-16613.878880756467
cat__Store_Dept_43_80,5856.832956916319
cat__Store_Dept_43_81,4058.6620434560086
cat__Store_Dept_43_82,-7151.534590793929
cat__Store_Dept_43_83,1495.112317369001
cat__Store_Dept_43_85,-2361.6392692994746
cat__Store_Dept_43_87,-13073.475467853745
cat__Store_Dept_43_9,-19536.509700334576
cat__Store_Dept_43_90,19273.089881944325
cat__Store_Dept_43_91,1659.807512025262
cat__Store_Dept_43_92,10149.431213768787
cat__Store_Dept_43_93,10531.288021292221
cat__Store_Dept_43_94,21682.218318548723
cat__Store_Dept_43_95,4358.773338533275
cat__Store_Dept_43_96,13182.635115057574
cat__Store_Dept_43_97,5453.68632772079
cat__Store_Dept_43_98,3346.9244817854865
cat__Store_Dept_43_99,-404.987994165877
cat__Store_Dept_44_1,-11110.356824870585
cat__Store_Dept_44_10,-18065.62824231326
cat__Store_Dept_44_11,-14008.794058284066
cat__Store_Dept_44_12,-4285.8264254296455
cat__Store_Dept_44_13,-23019.129023087386
cat__Store_Dept_44_14,-14191.348591448514
cat__Store_Dept_44_16,-13873.987411336555
cat__Store_Dept_44_17,-9909.236939061298
cat__Store_Dept_44_18,-8364.95894158376
cat__Store_Dept_44_2,-33727.72335763842
cat__Store_Dept_44_20,-5535.208686463921
cat__Store_Dept_44_21,-4430.819024943789
cat__Store_Dept_44_22,-11251.56797354786
cat__Store_Dept_44_23,-21521.731731118685
cat__Store_Dept_44_24,-5464.358433453533
cat__Store_Dept_44_25,-8966.799680948337
cat__Store_Dept_44_26,-6203.867087551431
cat__Store_Dept_44_27,-1759.0636042393187
cat__Store_Dept_44_28,-828.7495240699293
cat__Store_Dept_44_3,-11339.282134299488
cat__Store_Dept_44_31,-2432.602557088455
cat__Store_Dept_44_32,-6172.852634725813
cat__Store_Dept_44_33,-5680.884881834376
cat__Store_Dept_44_34,-14519.263252592778
cat__Store_Dept_44_38,-14806.826656677598
cat__Store_Dept_44_4,-18357.169791193563
cat__Store_Dept_44_40,-29165.034859538257
cat__Store_Dept_44_42,-5258.386005343924
cat__Store_Dept_44_44,-3959.3165363345297
cat__Store_Dept_44_46,-14043.11834173294
cat__Store_Dept_44_49,-6102.540095369078
cat__Store_Dept_44_5,-20119.165410973783
cat__Store_Dept_44_52,-2108.003886746094
cat__Store_Dept_44_55,-8421.852089200313
cat__Store_Dept_44_56,-3972.530892277215
cat__Store_Dept_44_59,-879.2567283463528
cat__Store_Dept_44_6,-4664.244974811429
cat__Store_Dept_44_60,-226.0249627600425
cat__Store_Dept_44_67,-6514.767199635896
cat__Store_Dept_44_7,-23642.303299428357
cat__Store_Dept_44_71,-5603.362865934537
cat__Store_Dept_44_72,-47049.43972675468
cat__Store_Dept_44_74,-13426.150989482538
cat__Store_Dept_44_79,-17362.0327996059
cat__Store_Dept_44_8,-24866.576776312966
cat__Store_Dept_44_80,-6235.398165991694
cat__Store_Dept_44_81,-7992.923109166681
cat__Store_Dept_44_82,-11577.63445830105
cat__Store_Dept_44_83,-2540.274531136811
cat__Store_Dept_44_85,-2343.025522097147
cat__Store_Dept_44_87,-13000.395921838137
cat__Store_Dept_44_9,-19583.349232934896
cat__Store_Dept_44_90,-13548.562012380597
cat__Store_Dept_44_91,-15159.253732520883
cat__Store_Dept_44_92,-34372.57130170723
cat__Store_Dept_44_93,-14782.982642737143
cat__Store_Dept_44_94,-5551.951922264489
cat__Store_Dept_44_95,-37747.669429585425
cat__Store_Dept_44_96,-9087.647115772268
cat__Store_Dept_44_97,-7309.412119937849
cat__Store_Dept_44_98,-2848.2279830622406
cat__Store_Dept_44_99,-234.1326997843351
cat__Store_Dept_45_1,-1217.007953587414
cat__Store_Dept_45_10,-3878.7415000477595
cat__Store_Dept_45_11,-167.92065660674055
cat__Store_Dept_45_12,-736.574477842576
cat__Store_Dept_45_13,-3010.607927320735
cat__Store_Dept_45_14,-2322.873786813355
cat__Store_Dept_45_16,2434.5109797052264
cat__Store_Dept_45_17,309.0119905086347
cat__Store_Dept_45_18,204.43169248901836
cat__Store_Dept_45_19,-213.59242886083263
cat__Store_Dept_45_2,-7190.872100073714
cat__Store_Dept_45_20,-199.1443166623596
cat__Store_Dept_45_21,-1100.9358352856098
cat__Store_Dept_45_22,-878.8126102874303
cat__Store_Dept_45_23,1718.7211956257734
cat__Store_Dept_45_24,-269.8901844830157
cat__Store_Dept_45_25,-550.8337553557401
cat__Store_Dept_45_26,263.76325354518326
cat__Store_Dept_45_27,-361.4065519134497
cat__Store_Dept_45_28,-258.02949380128206
cat__Store_Dept_45_29,-737.1303175530774
cat__Store_Dept_45_3,-2558.2712917927993
cat__Store_Dept_45_30,-1361.344303947068
cat__Store_Dept_45_31,226.9894989165075
cat__Store_Dept_45_32,-1687.4910232612601
cat__Store_Dept_45_33,-442.6210788635272
cat__Store_Dept_45_34,583.2810980758559
cat__Store_Dept_45_35,-393.02957056931143
cat__Store_Dept_45_36,-497.8592678586567
cat__Store_Dept_45_38,-6958.89927694569
cat__Store_Dept_45_4,-1440.8325886324308
cat__Store_Dept_45_40,-4946.481243182932
cat__Store_Dept_45_41,687.5187048905742
cat__Store_Dept_45_42,-892.2499834137625
cat__Store_Dept_45_44,-1569.4995895635518
cat__Store_Dept_45_45,-359.6396032612634
cat__Store_Dept_45_46,-5135.407286876589
cat__Store_Dept_45_47,-462.8862592871365
cat__Store_Dept_45_49,-5947.540609868898
cat__Store_Dept_45_5,-4757.725460921501
cat__Store_Dept_45_51,-350.9283047969215
cat__Store_Dept_45_52,-644.8153269170916
cat__Store_Dept_45_54,-386.3675000847869
cat__Store_Dept_45_55,-3416.9510795283127
cat__Store_Dept_45_56,-28.963955364188816
cat__Store_Dept_45_58,-1925.6846259635136
cat__Store_Dept_45_59,-321.0850872016966
cat__Store_Dept_45_6,-1006.5129897644591
cat__Store_Dept_45_60,-420.38517487708543
cat__Store_Dept_45_67,-737.7196355357429
cat__Store_Dept_45_7,-96.7097508483225
cat__Store_Dept_45_71,-611.9158815518359
cat__Store_Dept_45_72,-9290.411925454739
cat__Store_Dept_45_74,-3053.7783361525217
cat__Store_Dept_45_77,-411.70667207587434
cat__Store_Dept_45_78,-346.60704710968963
cat__Store_Dept_45_79,-6539.679581110833
cat__Store_Dept_45_8,4158.444381926962
cat__Store_Dept_45_80,-10704.946486538372
cat__Store_Dept_45_81,-769.8201150470585
cat__Store_Dept_45_82,-1999.5611162822943
cat__Store_Dept_45_83,-2667.4737810681486
cat__Store_Dept_45_85,-432.0212472910933
cat__Store_Dept_45_87,-6999.082779650095
cat__Store_Dept_45_9,-4048.6327974791875
cat__Store_Dept_45_90,-20747.813943433095
cat__Store_Dept_45_91,-16580.34846863257
cat__Store_Dept_45_92,-25587.454751016056
cat__Store_Dept_45_93,-22964.298682612534
cat__Store_Dept_45_94,-25459.632171778878
cat__Store_Dept_45_95,-15683.274756786424
cat__Store_Dept_45_96,-10512.709213073676
cat__Store_Dept_45_97,-7432.892106550866
cat__Store_Dept_45_98,-5764.808660422536
cat__Store_Dept_4_1,17607.376220229504
cat__Store_Dept_4_10,19013.23252038299
cat__Store_Dept_4_11,12836.145461441874
cat__Store_Dept_4_12,3813.2852284348273
cat__Store_Dept_4_13,38944.96852800029
cat__Store_Dept_4_14,13716.313939943071
cat__Store_Dept_4_16,7277.3918205891
cat__Store_Dept_4_17,5601.514507276995
cat__Store_Dept_4_18,6773.152184223763
cat__Store_Dept_4_19,1466.2231081270218
cat__Store_Dept_4_2,50472.34601646379
cat__Store_Dept_4_20,3539.367911549955
cat__Store_Dept_4_21,3729.2061028066564
cat__Store_Dept_4_22,7974.207570066657
cat__Store_Dept_4_23,25012.419802630975
cat__Store_Dept_4_24,5255.031326678968
cat__Store_Dept_4_25,6664.8855270018885
cat__Store_Dept_4_26,11303.376264704513
cat__Store_Dept_4_27,884.4699188978917
cat__Store_Dept_4_28,21.355329626772257
cat__Store_Dept_4_29,3950.3189462915325
cat__Store_Dept_4_3,7413.883961792828
cat__Store_Dept_4_30,3403.4228220569826
cat__Store_Dept_4_31,1433.9553346697357
cat__Store_Dept_4_32,7248.2312473506145
cat__Store_Dept_4_33,6752.161069533034
cat__Store_Dept_4_34,11447.266213858164
cat__Store_Dept_4_35,1351.5129259478579
cat__Store_Dept_4_36,745.511052069422
cat__Store_Dept_4_37,392.52173468308825
cat__Store_Dept_4_38,20220.86490449092
cat__Store_Dept_4_39,-2175.0918287318123
cat__Store_Dept_4_4,30776.425312747517
cat__Store_Dept_4_40,34356.28720585738
cat__Store_Dept_4_41,-1104.233917223946
cat__Store_Dept_4_42,4174.222508896604
cat__Store_Dept_4_44,1218.3156751698189
cat__Store_Dept_4_45,-354.9214143494512
cat__Store_Dept_4_46,19463.05489224405
cat__Store_Dept_4_47,-294.0236970145075
cat__Store_Dept_4_48,1065.6008335372278
cat__Store_Dept_4_49,993.7251682844787
cat__Store_Dept_4_5,24841.720916815964
cat__Store_Dept_4_51,-390.826318866471
