feature,coefficient,importance,relative_importance
Store_14 Dept_92,103053.59877070152,103053.59877070152,0.004549768824234387
Store_10 Dept_72,93531.7970352274,93531.7970352274,0.004129385672133176
Store_2 Dept_92,78357.05806898899,78357.05806898899,0.003459427950248018
Store_3 Dept_38,74483.06988779678,74483.06988779678,0.003288393159978745
Store_14 Dept_95,72151.522768344,72151.522768344,0.003185456430714947
Store_20 Dept_92,71603.55927153716,71603.55927153716,0.003161264095228076
Store_20 Dept_95,69474.64905849552,69474.64905849552,0.003067273691860961
Store_27 Dept_92,67920.06118332717,67920.06118332717,0.0029986393546486186
Store_13 Dept_92,66403.86266794993,66403.86266794993,0.002931699889953524
Store_4 Dept_92,63944.084861301875,63944.084861301875,0.0028231018350313246
Store_2 Dept_95,63461.86177495773,63461.86177495773,0.0028018119083257427
Dept_92,57749.11460802828,57749.11460802828,0.0025495967574636997
Store_10 Dept_2,57522.46251742063,57522.46251742063,0.0025395901722682743
Store_3 Dept_92,-56088.64507543848,56088.64507543848,0.0024762877939429034
Store_4 Dept_95,54182.84198387595,54182.84198387595,0.0023921474670202704
Dept_95,53987.95534093187,53987.95534093187,0.0023835433116787415
Store_5 Dept_92,-53959.96146886555,53959.96146886555,0.0023823073951467983
Store_9 Dept_92,-53090.39651725839,53090.39651725839,0.002343916503856606
Store_14 Dept_90,53075.82934624417,53075.82934624417,0.0023432733699793964
Store_13 Dept_90,51890.728768967325,51890.728768967325,0.0022909517264424867
Store_1 Dept_92,51819.07061768681,51819.07061768681,0.0022877880521352577
Store_14 Dept_91,51283.955960660176,51283.955960660176,0.0022641629869946615
Store_13 Dept_95,49917.42727510017,49917.42727510017,0.0022038313762100946
Store_21 Dept_92,-48779.05414209275,48779.05414209275,0.002153572727771941
Store_15 Dept_92,-48155.95590223437,48155.95590223437,0.0021260632280556734
Store_12 Dept_92,-48072.33602617815,48072.33602617815,0.002122371449120195
Store_16 Dept_92,-46981.7990761403,46981.7990761403,0.0020742247460827025
Store_35 Dept_72,46716.784209605124,46716.784209605124,0.0020625244620353375
Store_31 Dept_92,45845.229861554195,45845.229861554195,0.002024045739810303
Dept_38,45744.19750076823,45744.19750076823,0.0020195852077102487
Store_43 Dept_72,-45605.34831918224,45605.34831918224,0.0020134550804251643
Store_10 Dept_8,45519.722996299126,45519.722996299126,0.002009674761937836
Store_10 Dept_40,45419.92451378263,45419.92451378263,0.0020052687049939176
Store_27 Dept_95,45358.24150452883,45358.24150452883,0.0020025454286034215
Store_3 Dept_95,-45215.06512722263,45215.06512722263,0.001996224257624386
Store_27 Dept_90,45168.48975494574,45168.48975494574,0.001994167976433915
Store_26 Dept_38,44747.91269133456,44747.91269133456,0.0019755996931810045
Store_37 Dept_72,-44226.73849930718,44226.73849930718,0.001952590093136296
Store_30 Dept_72,-43149.01760638188,43149.01760638188,0.0019050092131054313
Store_24 Dept_92,42911.67166431148,42911.67166431148,0.0018945304993033718
Store_1 Dept_95,41465.24445606875,41465.24445606875,0.00183067140561728
Store_10 Dept_90,-41223.17323792654,41223.17323792654,0.0018199840730574685
Store_38 Dept_72,-41003.07543973564,41003.07543973564,0.0018102668568472933
Store_29 Dept_92,-40909.15636550001,40909.15636550001,0.001806120373065499
Store_7 Dept_92,-40510.91806518496,40510.91806518496,0.0017885383359022842
Store_2 Dept_90,40270.843555708954,40270.843555708954,0.0017779391571085608
Dept_72,39638.96083483292,39638.96083483292,0.001750041826609594
Store_44 Dept_72,-39575.380766133036,39575.380766133036,0.0017472347959200877
Store_5 Dept_95,-39436.59804095467,39436.59804095467,0.001741107602654729
Store_36 Dept_94,38203.84185882122,38203.84185882122,0.0016866819861575055
Store_10 Dept_94,-36667.09442521129,36667.09442521129,0.001618835296206213
Store_10 Dept_93,-36621.83850780489,36621.83850780489,0.0016168372683393172
Store_33 Dept_38,-36347.002551754915,36347.002551754915,0.0016047033877225217
Store_14 Dept_72,35980.32603617445,35980.32603617445,0.001588514788788884
Store_16 Dept_95,-35976.342233505304,35976.342233505304,0.0015883389057396535
Store_9 Dept_95,-35649.44796363619,35649.44796363619,0.0015739066745937946
Store_19 Dept_92,35642.70275956462,35642.70275956462,0.0015736088769470944
Store_2 Dept_91,35603.839224793745,35603.839224793745,0.0015718930698233322
Store_20 Dept_90,35342.808287545435,35342.808287545435,0.001560368674415312
Store_20 Dept_72,35057.149076007714,35057.149076007714,0.0015477569520639018
Store_15 Dept_95,-34867.9855859075,34867.9855859075,0.0015394054712790698
Store_13 Dept_91,34674.84131308604,34674.84131308604,0.0015308782407743129
Store_41 Dept_92,34646.96833350672,34646.96833350672,0.001529647661589876
Store_4 Dept_72,34571.109115971296,34571.109115971296,0.0015262985121463769
Store_14 Dept_38,34508.77783495997,34508.77783495997,0.0015235466148569776
Store_10 Dept_92,-34391.07639988161,34391.07639988161,0.0015183501508200575
Store_1 Dept_93,34379.19204666392,34379.19204666392,0.0015178254621103855
Store_35 Dept_92,-34149.879094860655,34149.879094860655,0.0015077014011212193
Store_10 Dept_9,33573.18801244166,33573.18801244166,0.001482240755987981
Store_9 Dept_90,-33505.979282227556,33505.979282227556,0.001479273521567329
Store_12 Dept_90,-33300.367774599195,33300.367774599195,0.0014701958683997493
Store_3 Dept_90,-32851.32936566106,32851.32936566106,0.0014503710298861877
Store_10 Dept_91,-32774.05908958165,32774.05908958165,0.0014469595828592058
Store_20 Dept_38,32517.154708492693,32517.154708492693,0.001435617373001125
Store_15 Dept_90,-32223.68304931321,32223.68304931321,0.0014226607346919467
Store_31 Dept_90,32129.281243127054,32129.281243127054,0.0014184929385173282
Store_4 Dept_2,31864.40756230841,31864.40756230841,0.001406798887754188
Store_31 Dept_91,31693.901122639996,31693.901122639996,0.0013992711071352825
Store_36 Dept_38,-31668.450544528117,31668.450544528117,0.0013981474758576421
Store_18 Dept_92,-31654.893638530677,31654.893638530677,0.001397548944714664
Store_20 Dept_91,31349.310885165713,31349.310885165713,0.0013840576071867318
Store_7 Dept_95,-31125.95045244628,31125.95045244628,0.0013741963471678989
Store_25 Dept_92,-31009.342921969528,31009.342921969528,0.0013690481785142785
Store_23 Dept_94,-30956.37624462229,30956.37624462229,0.0013667097241546794
Dept_40,30807.52651232608,30807.52651232608,0.001360138077171212
Store_5 Dept_72,-30791.30456726103,30791.30456726103,0.0013594218857833728
Store_23 Dept_90,-30472.730804657127,30472.730804657127,0.0013453570011931768
Store_10 Dept_5,30417.642791553564,30417.642791553564,0.0013429248908389787
Store_31 Dept_95,30353.068384002927,30353.068384002927,0.0013400739605481209
Store_16 Dept_90,-30274.740518920375,30274.740518920375,0.0013366158214547508
Store_27 Dept_38,-30258.737410840396,30258.737410840396,0.0013359092916188045
Store_5 Dept_90,-30023.543533924323,30023.543533924323,0.0013255255905000834
Store_29 Dept_95,-30006.627350481816,30006.627350481816,0.0013247787488082858
Store_18 Dept_94,-29891.020243744915,29891.020243744915,0.0013196747484010625
Store_10 Dept_23,29563.039882325003,29563.039882325003,0.001305194566814491
Dept_90,29484.84696005672,29484.84696005672,0.0013017423853840917
Store_18 Dept_90,-29319.090009459353,29319.090009459353,0.0012944242925156798
Dept_2,29114.192483808973,29114.192483808973,0.0012853781613229097
Store_21 Dept_90,-29087.888140562394,29087.888140562394,0.0012842168367086036
Store_20 Dept_8,28838.235136993215,28838.235136993215,0.0012731947718213513
Store_35 Dept_90,-28777.152003286665,28777.152003286665,0.0012704979796594107
Store_2 Dept_93,28470.03518551655,28470.03518551655,0.0012569389138959955
Store_12 Dept_2,28469.745479838304,28469.745479838304,0.0012569261235240066
Store_23 Dept_93,-28322.773225266814,28322.773225266814,0.0012504373663155884
Store_33 Dept_95,-28320.541396105928,28320.541396105928,0.0012503388320881735
Store_31 Dept_94,27808.20384225997,27808.20384225997,0.0012277193655408725
Store_23 Dept_92,-27647.19401213183,27647.19401213183,0.001220610855850277
Store_27 Dept_94,27547.31871950327,27547.31871950327,0.0012162014077753602
Store_25 Dept_90,-27008.097335478757,27008.097335478757,0.0011923950325331523
Store_4 Dept_90,26994.493612509814,26994.493612509814,0.0011917944344424895
Dept_65,26990.137038844114,26990.137038844114,0.001191602093725803
Store_34 Dept_65,26990.137038844114,26990.137038844114,0.001191602093725803
Store_18 Dept_91,-26859.12867860437,26859.12867860437,0.0011858181350844449
Store_43 Dept_90,26734.870930727822,26734.870930727822,0.0011803322128633663
Store_12 Dept_91,-26621.45234994353,26621.45234994353,0.0011753248348668982
Store_1 Dept_90,26553.37886185007,26553.37886185007,0.001172319421784977
Store_19 Dept_95,26531.531587610327,26531.531587610327,0.0011713548747102878
Store_27 Dept_91,26429.484095006388,26429.484095006388,0.001166849525008976
Store_18 Dept_93,-26325.7156171736,26325.7156171736,0.0011622681946040828
Dept_78,-26129.73904821974,26129.73904821974,0.0011536159195322472
Store_13 Dept_5,26021.483824411793,26021.483824411793,0.0011488365013632821
Store_22 Dept_94,-25975.0674509778,25975.0674509778,0.001146787239898344
Store_28 Dept_95,25973.798069788827,25973.798069788827,0.001146731197304698
Store_20 Dept_40,25921.622683662383,25921.622683662383,0.0011444276780872985
Store_14 Dept_93,25915.98631466633,25915.98631466633,0.0011441788349974304
Store_13 Dept_94,25807.720484365887,25807.720484365887,0.001139398948556717
Store_27 Dept_2,25771.89472771782,25771.89472771782,0.0011378172579350758
Store_43 Dept_94,25715.120879570488,25715.120879570488,0.001135310718741745
Store_21 Dept_95,-25608.45138672786,25608.45138672786,0.0011306013098630495
Store_10 Dept_7,25471.98982248544,25471.98982248544,0.0011245765947817462
Store_3 Dept_72,-25455.77825215826,25455.77825215826,0.0011238608614337958
Store_9 Dept_91,-25357.844572360835,25357.844572360835,0.001119537134669277
Store_44 Dept_95,-25332.46814704441,25332.46814704441,0.0011184167772033326
Store_29 Dept_90,-25308.462501645463,25308.462501645463,0.0011173569390381
Store_39 Dept_38,-25132.95591176839,25132.95591176839,0.001109608404095161
Store_23 Dept_9,25115.100902406833,25115.100902406833,0.001108820113672326
Store_9 Dept_38,25066.9026408176,25066.9026408176,0.0011066921826677143
Store_7 Dept_90,-25022.8009422479,25022.8009422479,0.0011047451130297616
Store_39 Dept_92,24986.614347931987,24986.614347931987,0.0011031474915916195
Store_33 Dept_40,-24964.36668415282,24964.36668415282,0.0011021652675035532
Store_12 Dept_93,-24938.410297686554,24938.410297686554,0.0011010193050205082
Store_23 Dept_91,-24839.695507623648,24839.695507623648,0.0010966610925982679
Store_12 Dept_95,-24653.947523320257,24653.947523320257,0.0010884604048180346
Store_39 Dept_90,24542.38342916544,24542.38342916544,0.0010835349015503714
Store_16 Dept_91,-24462.682949870763,24462.682949870763,0.0010800161621730277
Store_40 Dept_38,-24419.373658043878,24419.373658043878,0.001078104076927057
Store_15 Dept_91,-24341.725498848606,24341.725498848606,0.0010746759465349112
Store_35 Dept_93,-24248.034217267123,24248.034217267123,0.0010705395196936665
Store_35 Dept_91,-24116.534643523064,24116.534643523064,0.0010647338742027987
Store_10 Dept_80,-24111.83130837761,24111.83130837761,0.001064526224126819
Store_37 Dept_38,24086.322920232356,24086.322920232356,0.0010634000405628857
Store_39 Dept_95,24020.713481977502,24020.713481977502,0.001060503414144126
Store_3 Dept_91,-23938.951213089666,23938.951213089666,0.0010568936477078053
Store_31 Dept_93,23873.919322231875,23873.919322231875,0.0010540225197400754
Store_23 Dept_72,23865.56410910659,23865.56410910659,0.0010536536409367077
Store_2 Dept_94,23750.92287968662,23750.92287968662,0.0010485922835672533
Store_32 Dept_92,23675.10594783679,23675.10594783679,0.0010452450010172572
Store_18 Dept_2,23608.12166878383,23608.12166878383,0.0010422876760117807
Store_13 Dept_7,23563.30162420808,23563.30162420808,0.001040308891729193
Store_22 Dept_93,-23538.829749827444,23538.829749827444,0.0010392284697695938
Store_36 Dept_40,-23491.466590532586,23491.466590532586,0.0010371374081458607
Store_35 Dept_38,-23479.638263117104,23479.638263117104,0.0010366151929494993
Store_2 Dept_40,23468.67100370768,23468.67100370768,0.0010361309935082036
Store_4 Dept_13,23056.33806369115,23056.33806369115,0.0010179266845071532
Store_21 Dept_91,-23050.293510151652,23050.293510151652,0.0010176598202580782
Store_23 Dept_2,23040.836673565424,23040.836673565424,0.0010172423052873332
Store_4 Dept_93,22985.137001699397,22985.137001699397,0.0010147831904810663
Store_24 Dept_90,22932.096260079932,22932.096260079932,0.0010124414662180303
Store_6 Dept_72,22912.202885037485,22912.202885037485,0.0010115631828911344
Store_45 Dept_94,-22867.346840601134,22867.346840601134,0.0010095828092313163
Store_14 Dept_94,22775.680334206623,22775.680334206623,0.0010055357752800983
Store_18 Dept_72,22769.425637923516,22769.425637923516,0.0010052596333258782
Store_17 Dept_92,-22736.57773549609,22736.57773549609,0.0010038094135937335
Store_14 Dept_2,22709.211574960857,22709.211574960857,0.0010026012102361851
Store_40 Dept_92,22584.284754627144,22584.284754627144,0.0009970857487749145
Store_10 Dept_46,22515.174213444865,22515.174213444865,0.0009940345502777448
Store_23 Dept_38,-22484.12410061308,22484.12410061308,0.0009926637021265283
Store_22 Dept_90,-22212.11858284318,22212.11858284318,0.000980654784053489
Store_41 Dept_38,-22186.097503644945,22186.097503644945,0.0009795059654161848
Dept_47,-22176.270946166507,22176.270946166507,0.000979072127438683
Store_1 Dept_91,22164.446235311112,22164.446235311112,0.0009785500719117803
Store_22 Dept_92,-22156.5596814339,22156.5596814339,0.0009782018841979188
Store_33 Dept_2,-21893.900471293382,21893.900471293382,0.000966605601293191
Store_33 Dept_92,-21850.77666322433,21850.77666322433,0.0009647017050695238
Store_7 Dept_94,-21823.777907367723,21823.777907367723,0.0009635097224589716
Store_1 Dept_94,21808.655511377267,21808.655511377267,0.0009628420756553098
Store_36 Dept_80,21751.96595477414,21751.96595477414,0.0009603392578947532
Store_10 Dept_13,21688.96695162804,21688.96695162804,0.0009575578809812722
Store_45 Dept_92,-21599.45227304293,21599.45227304293,0.0009536058492347236
Store_5 Dept_91,-21543.889618265635,21543.889618265635,0.0009511527836696878
Store_29 Dept_91,-21529.466065740184,21529.466065740184,0.0009505159904824743
Store_44 Dept_92,-21480.951172565732,21480.951172565732,0.0009483740803395077
Store_21 Dept_93,-21395.416003449984,21395.416003449984,0.0009445977420994006
Store_25 Dept_94,-21339.6050351545,21339.6050351545,0.0009421337136071387
Store_25 Dept_91,-21305.981747413785,21305.981747413785,0.0009406492609712697
Store_12 Dept_79,21229.786476421486,21229.786476421486,0.0009372852749227455
Store_4 Dept_8,21222.5426686289,21222.5426686289,0.0009369654641518786
Store_24 Dept_95,21184.410225998254,21184.410225998254,0.0009352819344086928
Store_12 Dept_94,-21114.446865683112,21114.446865683112,0.0009321930843404018
Store_35 Dept_23,21108.94177179101,21108.94177179101,0.0009319500369857869
Store_6 Dept_10,20907.10753329547,20907.10753329547,0.0009230391485071289
Store_7 Dept_38,-20860.412841817273,20860.412841817273,0.0009209775994289889
Store_10 Dept_97,-20844.97166851756,20844.97166851756,0.000920295878754246
Store_36 Dept_93,20725.97537189009,20725.97537189009,0.0009150422471775395
Store_19 Dept_72,20630.85565783082,20630.85565783082,0.0009108427557016533
Store_41 Dept_90,20617.526061873454,20617.526061873454,0.000910254260192036
Store_38 Dept_2,-20595.3724643964,20595.3724643964,0.0009092761890877943
Store_44 Dept_2,-20586.244711216677,20586.244711216677,0.0009088732029975675
Store_39 Dept_91,20530.784402671492,20530.784402671492,0.0009064246559714442
Store_22 Dept_72,20528.39267769801,20528.39267769801,0.0009063190624176984
Store_25 Dept_93,-20475.300464382595,20475.300464382595,0.0009039750657030416
Store_5 Dept_2,-20434.751987656717,20434.751987656717,0.0009021848691696039
Store_17 Dept_91,-20424.566957794264,20424.566957794264,0.000901735204801791
Store_1 Dept_87,20384.5834887481,20384.5834887481,0.0008999699530966492
Store_6 Dept_9,20332.151374284334,20332.151374284334,0.0008976550994416427
Store_13 Dept_40,20298.85254637755,20298.85254637755,0.0008961849715576963
Store_2 Dept_38,20282.23309634726,20282.23309634726,0.000895451230509099
Store_20 Dept_2,20241.017832642083,20241.017832642083,0.000893631595638262
Store_23 Dept_95,-20215.0694740461,20215.0694740461,0.000892485987581985
Store_27 Dept_93,20168.863304087783,20168.863304087783,0.0008904460065034843
Store_28 Dept_91,20158.776937082494,20158.776937082494,0.00089000069805528
Store_17 Dept_93,-20068.44191641093,20068.44191641093,0.0008860124485842204
Store_35 Dept_95,-20027.988822965108,20027.988822965108,0.0008842264631785756
Store_33 Dept_93,20001.430688987235,20001.430688987235,0.0008830539338206128
Store_23 Dept_7,19909.45716408698,19909.45716408698,0.0008789933451440619
Store_18 Dept_40,19875.24995950043,19875.24995950043,0.0008774831128489396
Store_4 Dept_40,19866.962829609376,19866.962829609376,0.0008771172398889415
Store_42 Dept_2,-19836.68720284389,19836.68720284389,0.0008757805849401097
Store_25 Dept_95,-19797.174664096634,19797.174664096634,0.0008740361245903202
Store_13 Dept_2,19781.18544016618,19781.18544016618,0.0008733302077331675
Store_43 Dept_92,19680.18576736929,19680.18576736929,0.0008688711187927452
Store_15 Dept_93,-19663.525582846767,19663.525582846767,0.0008681355793351157
Dept_91,19619.28950984991,19619.28950984991,0.0008661825771282206
Store_13 Dept_79,19486.22308378155,19486.22308378155,0.0008603077558303715
Store_45 Dept_93,-19477.370450477127,19477.370450477127,0.0008599169161556653
Store_21 Dept_94,-19437.315799238455,19437.315799238455,0.0008581485217895765
Store_30 Dept_2,-19315.469099578684,19315.469099578684,0.0008527690462345172
Store_43 Dept_40,-19206.220059372117,19206.220059372117,0.0008479457515302212
Store_28 Dept_92,19122.800084977713,19122.800084977713,0.0008442627981608529
Store_19 Dept_90,18914.967398164878,18914.967398164878,0.0008350870809574014
Store_39 Dept_94,18882.12485429728,18882.12485429728,0.0008336370978031999
Store_43 Dept_7,-18840.336433967776,18840.336433967776,0.0008317921583319232
Store_13 Dept_96,-18749.84995758613,18749.84995758613,0.0008277972221611636
Store_11 Dept_72,18699.01625663383,18699.01625663383,0.0008255529377249855
Store_1 Dept_38,18596.232825040926,18596.232825040926,0.0008210150966569628
Store_6 Dept_92,18525.335703113666,18525.335703113666,0.0008178850214444483
Store_3 Dept_2,-18516.6152713566,18516.6152713566,0.000817500018407044
Store_16 Dept_94,-18482.044697600348,18482.044697600348,0.0008159737435307821
Store_10 Dept_34,18480.70568970068,18480.70568970068,0.0008159146269499933
Store_4 Dept_91,18460.282798786713,18460.282798786713,0.0008150129657417529
Store_17 Dept_95,-18350.82939815655,18350.82939815655,0.000810180648619072
Store_36 Dept_2,-18176.098460035773,18176.098460035773,0.0008024663583431932
Store_37 Dept_2,-18168.385995008208,18168.385995008208,0.0008021258565716976
Store_19 Dept_91,18154.333681363674,18154.333681363674,0.0008015054534097418
Store_15 Dept_94,-18093.408678894335,18093.408678894335,0.000798815642668943
Store_10 Dept_96,-17914.874402611524,17914.874402611524,0.0007909334367685343
Store_3 Dept_40,-17891.495602720956,17891.495602720956,0.0007899012735431937
Store_4 Dept_94,17867.936812587104,17867.936812587104,0.0007888611638316816
Store_6 Dept_38,17854.001090322396,17854.001090322396,0.0007882459081253357
Store_10 Dept_98,-17802.846445444113,17802.846445444113,0.0007859874541629481
Store_7 Dept_91,-17641.349691892738,17641.349691892738,0.0007788574470279424
Store_29 Dept_93,-17625.732174600893,17625.732174600893,0.0007781679408473336
Store_23 Dept_23,17615.075951704406,17615.075951704406,0.0007776974735245339
Store_42 Dept_40,-17614.706301591872,17614.706301591872,0.0007776811536426672
Store_14 Dept_7,17612.965750723895,17612.965750723895,0.0007776043091251483
Store_7 Dept_93,-17610.40575512812,17610.40575512812,0.0007774912865010887
Store_35 Dept_94,-17580.044446867018,17580.044446867018,0.0007761508487537697
Store_40 Dept_90,17564.98401412419,17564.98401412419,0.0007754859375988933
Store_17 Dept_94,-17413.94953878489,17413.94953878489,0.0007688178352183803
Store_38 Dept_92,-17403.401594142477,17403.401594142477,0.0007683521483305251
Store_21 Dept_23,17379.221576376425,17379.221576376425,0.0007672846117057616
Store_43 Dept_93,17296.87410207146,17296.87410207146,0.0007636490087203595
Dept_13,17243.87165894869,17243.87165894869,0.0007613089753182773
Store_45 Dept_90,-17053.747686353123,17053.747686353123,0.000752915089674559
Store_10 Dept_81,-17024.53103392325,17024.53103392325,0.0007516251879539047
Store_28 Dept_79,16988.211629476817,16988.211629476817,0.000750021703009795
Store_14 Dept_13,16982.523711903035,16982.523711903035,0.0007497705840740111
Store_2 Dept_8,16978.683942353327,16978.683942353327,0.0007496010600205293
Store_38 Dept_95,-16977.654838972034,16977.654838972034,0.0007495556255811989
Store_42 Dept_7,-16842.75354661462,16842.75354661462,0.0007435997957835189
Store_35 Dept_14,16834.26007852005,16834.26007852005,0.0007432248130870651
Store_38 Dept_40,-16690.480896768404,16690.480896768404,0.0007368770285699703
Store_10 Dept_74,16684.790194513087,16684.790194513087,0.0007366257866917818
Dept_94,16642.911665227854,16642.911665227854,0.0007347768689516969
Store_23 Dept_74,16639.861890894088,16639.861890894088,0.0007346422228223987
Store_10 Dept_10,16567.654449968388,16567.654449968388,0.000731454297630844
Store_36 Dept_8,-16540.13777975639,16540.13777975639,0.0007302394493405301
Store_14 Dept_60,-16518.972018065604,16518.972018065604,0.0007293049907303442
Dept_8,16492.318276610473,16492.318276610473,0.0007281282403463855
Dept_45,-16487.9640905492,16487.9640905492,0.0007279360050413325
Store_42 Dept_91,16485.337872096276,16485.337872096276,0.0007278200587086931
Store_12 Dept_13,16445.537830470268,16445.537830470268,0.0007260629052394955
Store_19 Dept_38,16390.807501153537,16390.807501153537,0.0007236465864594071
Store_44 Dept_40,-16382.72046716923,16382.72046716923,0.0007232895476413432
Dept_37,-16324.422215916851,16324.422215916851,0.00072071570675447
Store_39 Dept_13,16299.278766311501,16299.278766311501,0.0007196056350586462
Store_42 Dept_92,16136.966957040242,16136.966957040242,0.0007124396435897737
Store_4 Dept_79,16003.163943688109,16003.163943688109,0.0007065323023032973
Store_31 Dept_38,15986.172715648729,15986.172715648729,0.0007057821474271823
Store_4 Dept_4,15964.326127209864,15964.326127209864,0.0007048176306302853
Store_28 Dept_38,-15942.711481698701,15942.711481698701,0.0007038633540065996
Store_33 Dept_94,15868.869821222654,15868.869821222654,0.0007006032787761252
Store_43 Dept_96,15852.638097115825,15852.638097115825,0.0006998866556481048
Store_41 Dept_91,15774.906926663436,15774.906926663436,0.0006964548603472687
Store_13 Dept_72,15766.353608658763,15766.353608658763,0.0006960772353049059
Dept_51,-15763.307357932368,15763.307357932368,0.000695942744741247
Store_6 Dept_87,15703.926743621074,15703.926743621074,0.0006933211180248569
Store_37 Dept_7,-15661.859836796642,15661.859836796642,0.0006914638835033569
Store_14 Dept_52,-15600.744340723579,15600.744340723579,0.0006887656625578706
Store_24 Dept_91,15559.225873496644,15559.225873496644,0.000686932641391483
Store_20 Dept_60,-15550.232221192262,15550.232221192262,0.000686535575793012
Store_14,15527.491140005934,15527.491140005934,0.0006855315675541424
Store_27 Dept_72,15519.061656659504,15519.061656659504,0.0006851594097547887
Store_33 Dept_98,15452.580670982123,15452.580670982123,0.0006822243049195627
Store_32 Dept_90,15427.789336842037,15427.789336842037,0.0006811297789590215
Store_14 Dept_19,-15412.41559900078,15412.41559900078,0.0006804510355286465
Store_10 Dept_83,-15384.103651803527,15384.103651803527,0.0006792010761264714
Store_27 Dept_40,15342.86566489255,15342.86566489255,0.0006773804380365855
Store_43 Dept_2,-15289.712384311506,15289.712384311506,0.0006750337452303351
Store_14 Dept_85,-15274.304645699733,15274.304645699733,0.0006743535006816341
Store_40 Dept_2,-15211.739955498306,15211.739955498306,0.0006715912984842153
Store_12 Dept_23,15173.60547129931,15173.60547129931,0.000669907678606729
Store_42 Dept_90,15167.250531455255,15167.250531455255,0.000669627110945558
Dept_48,-15039.008306004087,15039.008306004087,0.0006639652758784837
Store_42 Dept_5,-15025.436785403317,15025.436785403317,0.0006633660995075135
Store_14 Dept_28,-15022.488219794739,15022.488219794739,0.0006632359216967224
Store_14 Dept_59,-14940.587760687935,14940.587760687935,0.000659620054226012
Store_36 Dept_7,-14877.495090491313,14877.495090491313,0.0006568345419554798
Dept_54,-14820.11110787844,14820.11110787844,0.0006543010656070858
Store_41 Dept_96,-14786.708348056407,14786.708348056407,0.000652826349177048
Store_30 Dept_7,-14781.263913958262,14781.263913958262,0.0006525859799243405
Store_20 Dept_94,14778.392034716511,14778.392034716511,0.0006524591877812523
Store_28 Dept_93,14764.068208861177,14764.068208861177,0.0006518267974804985
Store_20,14760.19997633506,14760.19997633506,0.0006516560167997445
Store_28 Dept_90,14641.253310223268,14641.253310223268,0.0006464045763873995
Store_26 Dept_2,-14621.489564565363,14621.489564565363,0.0006455320161380043
Store_5 Dept_40,-14603.9856884411,14603.9856884411,0.0006447592280855402
Store_16 Dept_9,14591.937987192014,14591.937987192014,0.0006442273276356709
Store_23 Dept_40,14560.640194145644,14560.640194145644,0.0006428455445172904
Store_42 Dept_38,-14556.674204176861,14556.674204176861,0.0006426704478905598
Store_14 Dept_40,14541.794929274543,14541.794929274543,0.0006420135347707336
Store_20 Dept_28,-14538.87198501893,14538.87198501893,0.0006418844881308511
Store_14 Dept_12,-14504.50835619156,14504.50835619156,0.0006403673497776898
Store_30 Dept_96,14503.345521353283,14503.345521353283,0.0006403160111562536
Store_36 Dept_98,14452.07374286035,14452.07374286035,0.0006380523857988389
Store_32 Dept_96,-14445.145515395707,14445.145515395707,0.0006377465077538035
Store_14 Dept_4,14410.867191472333,14410.867191472333,0.0006362331355727835
Store_24 Dept_8,14298.017770311117,14298.017770311117,0.0006312508857109944
Store_7 Dept_2,-14264.992724647314,14264.992724647314,0.0006297928451867192
Store_13 Dept_1,14256.324782934664,14256.324782934664,0.0006294101595605506
Store_23 Dept_80,-14232.40048778317,14232.40048778317,0.0006283539129711981
Store_35 Dept_34,14210.621033198244,14210.621033198244,0.0006273923601029688
Store_23 Dept_97,-14206.914986327121,14206.914986327121,0.0006272287398440305
Store_10 Dept_56,-14134.233992278154,14134.233992278154,0.0006240199075006386
Store_39 Dept_2,14083.698848619137,14083.698848619137,0.0006217888042311682
Store_23 Dept_49,14079.514787811571,14079.514787811571,0.0006216040798775499
Store_32 Dept_95,14072.07986753032,14072.07986753032,0.000621275831578511
Store_32 Dept_91,14018.26042795828,14018.26042795828,0.0006188997281602552
Store_33 Dept_83,13999.968266288643,13999.968266288643,0.0006180921376647738
Dept_50,-13987.238157431453,13987.238157431453,0.0006175301092339529
Store_36 Dept_95,-13970.750254728498,13970.750254728498,0.0006168021759391455
Store_37 Dept_5,-13969.70419604218,13969.70419604218,0.0006167559929309234
Store_21 Dept_38,-13962.595980674205,13962.595980674205,0.0006164421685030244
Store_20 Dept_52,-13882.945158211674,13882.945158211674,0.0006129256214519021
Store_14 Dept_54,-13860.846217956234,13860.846217956234,0.0006119499634387692
Store_45 Dept_91,-13853.270071554138,13853.270071554138,0.0006116154800716741
Store_14 Dept_31,-13851.840633027165,13851.840633027165,0.0006115523710204254
Store_32 Dept_94,13841.420200312843,13841.420200312843,0.000611092313725346
Store_4 Dept_60,-13829.239567897153,13829.239567897153,0.0006105545444258218
Store_35 Dept_22,13791.907475735807,13791.907475735807,0.0006089063497864762
Store_9 Dept_72,-13778.145400360585,13778.145400360585,0.0006082987605101593
Store_20 Dept_59,-13644.181199468247,13644.181199468247,0.0006023843028681743
Store_2 Dept_97,13612.639367997528,13612.639367997528,0.0006009917455659878
Store_30 Dept_5,-13598.743515314616,13598.743515314616,0.0006003782500832775
Store_37 Dept_96,13532.591049009425,13532.591049009425,0.0005974576492267148
Store_42 Dept_93,13493.712239254608,13493.712239254608,0.0005957411677194616
Store_6 Dept_40,13492.86398292627,13492.86398292627,0.0005957037175940543
Store_29 Dept_94,-13455.950929064851,13455.950929064851,0.0005940740233022553
