Store,Dept,Mean_Error,Std_Error,Sample_Count
1,1,3730.6915789770283,2298.767054348111,9
1,2,2865.092912107046,1943.8614113625115,9
1,3,738.8232002326469,499.1616996596052,9
1,4,1264.01419025981,734.1345363569728,9
1,5,8834.491821052372,7865.439350829634,9
1,6,1898.462209521243,2515.279046767252,9
1,7,15496.823393976267,13294.970174693615,9
1,8,858.9700112652483,1014.1682395025083,9
1,9,3821.7816481207683,3000.85732763383,9
1,10,2251.8065875933835,1796.5476518456815,9
1,11,2985.00662149068,2258.131622631207,9
1,12,857.8253016951544,702.1141371945096,9
1,13,1066.7874451706957,809.7112457386505,9
1,14,2362.1803092587643,2590.2659919646494,9
1,16,1197.4402952757907,614.3176346959696,9
1,17,724.3328349893229,639.568512929699,9
1,18,2301.4428692207835,1739.2606421678643,9
1,19,272.09349597964274,212.92902165252258,9
1,20,567.6856651587999,540.7774100083909,9
1,21,852.9845007372732,438.51065647590355,9
1,22,1930.3131808687021,1228.8725815751861,9
1,23,2761.2142210855363,3128.7637198755733,9
1,24,1133.1122130694955,880.6512793671365,9
1,25,1394.2163235848077,848.356216223051,9
1,26,915.0980640370055,729.9933084186471,9
1,27,539.2204206930842,506.9684741451658,9
1,28,141.97378771722555,84.38599760258872,9
1,29,633.16346460331,730.5912480281125,9
1,30,372.2907884473716,355.35926991350203,9
1,31,747.5263955404923,511.27142268729585,9
1,32,2741.721106173436,2840.317533604703,9
1,33,672.6017988279565,621.3753565495076,9
1,34,1465.9920960265054,1160.1307168404471,9
1,35,306.0637217171389,245.20888215671746,9
1,36,637.267529925934,566.0315990659118,9
1,37,254.89234053902308,186.88568417914786,9
1,38,19982.317423778553,10848.369965540878,9
1,40,1744.553003976579,1392.2571356714814,9
1,41,487.80036135875605,422.0556417246521,9
1,42,719.4525729939406,496.4993788838179,9
1,44,1340.1246763829229,823.7001421088269,9
1,45,17.706978861063146,20.05664357739764,7
1,46,1973.2714466298494,3579.0677654207925,9
1,47,610.3369094343781,,1
1,48,1450.0107843699964,1180.5184945858073,9
1,49,1245.5365040584375,1433.431561174253,9
1,52,373.2001601871663,215.94737646061233,9
1,54,72.38374457733036,41.62862018949972,9
1,55,2909.327254622493,2505.0219659705003,9
1,56,1035.007296828376,1002.9496825626131,9
1,58,2232.3068988878867,1466.2152229254723,9
1,59,2196.1691421458445,3462.925920716956,9
1,60,214.71043323279875,267.2615968371558,9
1,67,1189.793831719137,722.5084863764228,9
1,71,695.2366507328594,440.3226704923873,9
1,72,11370.323587113216,7517.04722479077,9
1,74,975.7673080007049,462.3325332034734,9
1,77,,,2
1,79,2410.539700332689,1657.8348067906616,9
1,80,1555.0557971413032,817.4969626635936,9
1,81,881.4255704090065,626.7512250340653,9
1,82,4585.978800850792,1549.9438675859415,9
1,83,398.7677414670637,175.59883085812848,9
1,85,567.8766895117473,575.6348184294876,9
1,87,8631.182439284812,2695.6257982431675,9
1,90,6085.60802908939,2299.2176769171583,9
1,91,1700.9538098125074,1118.3132883371268,9
1,92,10737.223742815266,4478.500507289209,9
1,93,2205.1824984668688,1665.0335501453244,9
1,94,1529.3929535977336,955.1724446989266,9
1,95,2490.5262891965085,1715.3529228932937,9
1,96,13872.61208916681,2765.804610127095,9
1,97,2247.6686581365807,687.6114020404782,9
1,98,1493.566516550327,728.1041634753241,9
1,99,1234.1736693508205,878.8120603223146,5
2,1,4149.124454411767,3675.996378092551,9
2,2,3094.0092161482557,2630.0397413628534,9
2,3,1191.7384247880445,784.5450771527259,9
2,4,974.6656243075631,670.8137821776804,9
2,5,13187.9129886827,13451.795626710846,9
2,6,4383.043995410142,5903.614851273275,9
2,7,22273.12620044085,12191.132632095212,9
2,8,1689.9194377762371,1633.2897336980552,9
2,9,3728.2597366610444,2936.571680440295,9
2,10,3923.442034666703,2225.4281498885075,9
2,11,4190.903938055179,2877.321130642807,9
2,12,981.4046078057379,546.8280590855036,9
2,13,1354.6210109453402,1503.0148619261145,9
2,14,3806.284307844735,3770.2996476508147,9
2,16,2996.330711147484,780.1741043900897,9
2,17,2458.4273488065924,2064.906515691584,9
2,18,3453.964061373569,2905.5923754133305,9
2,19,942.8166823787154,348.7718867593719,9
2,20,1180.6989527240164,714.2564480615645,9
2,21,684.3841242461108,619.4215440034823,9
2,22,1929.6663687261162,1760.0251197486582,9
2,23,5698.926458705032,2908.87422469352,9
2,24,2162.958423980135,1884.6063985736146,9
2,25,1775.9764985624104,925.5222452797163,9
2,26,1730.713809581885,1115.397026321725,9
2,27,256.07662692210465,244.1447643627197,9
2,28,81.17442347167997,67.64509139125322,9
2,29,1094.2371655627628,1314.2540055557613,9
2,30,265.7426981947523,223.87826990785254,9
2,31,750.668655929489,827.2125082440048,9
2,32,2421.056401558535,2626.611649817084,9
2,33,2142.1069969912805,2393.8243515828744,9
2,34,2745.1861152843626,1801.5927667455544,9
2,35,441.6811602855988,304.1717796493845,9
2,36,863.558392974697,610.2032045340966,9
2,37,633.0681583859401,322.684360527609,9
2,38,8940.195491703147,5643.28391115852,9
2,40,1490.8619802415487,1187.1068048199363,9
2,41,1033.2338865124664,746.8670598661964,9
2,42,465.8463164062233,447.91758973609507,9
2,44,919.372756865548,396.8085729714967,9
2,45,46.89767158796454,27.39281702981082,4
2,46,2530.33592831254,4543.290604612664,9
2,47,193.37603651916208,170.39315953491604,3
2,48,1245.697373833017,1128.4179895526256,9
2,49,3168.7908842415936,1819.0590401619747,9
2,52,782.0472957499488,714.6369382293301,9
2,54,82.25484235362978,65.24035815130406,9
2,55,4943.745902035063,3501.0099290900594,9
2,56,613.6083867565397,518.0908478504682,9
2,58,15371.410139279915,6578.734568971658,9
2,59,4460.681670362898,4817.8043113174035,9
2,60,70.96752642620231,80.63551559243419,9
2,67,1336.3166932493425,1278.1955361427056,9
2,71,1224.2357336860064,1116.1580924357615,9
2,72,20415.20106619141,14825.201813662577,9
2,74,1135.869013624893,702.6335440551671,9
2,77,,,2
2,79,2008.4729121495143,1027.2471806311098,9
2,80,815.0794141128948,499.4514017562266,9
2,81,859.955009940981,761.474777713504,9
2,82,4116.683357032118,6018.957657739408,9
2,83,569.2304231906473,441.1186054229181,9
2,85,522.2647074850696,377.7907901622719,9
2,87,7352.122307985423,2127.3810658581688,9
2,90,5812.773542343766,4376.717712252478,9
2,91,4700.338986242754,2911.4557213456637,9
2,92,8515.665298094122,6600.443287032595,9
2,93,3452.4510232318353,2913.7037583278247,9
2,94,2265.6598057449073,1562.6620167601845,9
2,95,7675.663404777049,4107.239713654132,9
2,96,2649.216369817069,2375.225741951106,9
2,97,1550.7043263776811,1523.8848528813578,9
2,98,1093.7509224714358,883.1434894483372,9
2,99,2563.0732346710197,2147.658568796136,5
3,1,1131.070469874919,920.6504691560646,9
3,2,1355.0377839048247,965.4516365378397,9
3,3,596.238950752501,372.24417362528305,9
3,4,470.8259387088531,307.0913243922252,9
3,5,4197.8470205904205,3437.784781831484,9
3,6,1452.3867763783965,1690.0171709348042,9
3,7,5011.032970294183,4552.932700941073,9
3,8,546.7008267142326,366.3444837982006,9
3,9,1767.161224508565,1344.936127763932,9
3,10,939.0014559180428,499.62488599089085,9
3,11,1863.1408355031454,1802.7388510741298,9
3,12,382.9361854369964,255.72300558013507,9
3,13,443.7680610471509,503.041243891714,9
3,14,1152.4929751047327,999.1053308965196,9
3,16,473.6576253242347,382.80051317886426,9
3,17,643.8726210572901,522.3348262594059,9
3,18,1138.847594558039,1183.9796681071825,9
3,19,255.66411564383392,312.4684956414544,9
3,20,410.67675527373973,539.9676581051866,9
3,21,207.04639437277243,169.25041356747982,9
3,22,579.5660218212086,726.6259969021095,9
3,23,2507.065802916155,1731.84351296017,9
3,24,518.2632410021507,403.9805001810776,9
3,25,1035.7609876036788,852.4322394377347,9
3,26,843.111129480898,648.5258341573076,9
3,27,254.09545347692406,252.276315095825,9
3,28,52.09880588138478,43.28126251210177,9
3,29,213.9453684578349,124.31086012787128,9
3,30,293.839863011378,150.71683543949118,9
3,31,283.4466519232512,167.96729044169555,9
3,32,2120.032090312359,2512.317271690648,9
3,33,512.3527717989535,483.30966724106315,9
3,34,882.7890230014905,571.8032104438156,9
3,35,286.0346840427976,209.49034296456955,9
3,36,280.5428123104383,193.91686481257972,9
3,38,7295.114879536211,5386.366971862807,9
3,40,1224.2780027766967,612.3959498434373,9
3,41,368.5037035643617,240.80997163329207,9
3,42,1165.930557574865,996.9091789040909,9
3,44,213.00391715588685,238.69627321288465,9
3,46,630.844066703141,627.0390630644066,9
3,49,15.595244348792772,10.562544242687904,8
3,51,1.44,0.6788225099390857,2
3,52,293.87512759389324,343.16215301459204,9
3,54,51.514295057881725,41.41131275299899,6
3,55,1991.397962804545,1727.1985869249922,9
3,56,540.7109890426472,342.86247326496107,9
3,59,651.3849765404643,523.7788774723501,9
3,60,36.52820575375438,31.8539148734923,9
3,67,497.6358158181083,537.2849531361005,9
3,71,448.88835301481873,262.39187734755336,9
3,72,6478.6663979639525,4649.052971377986,9
3,74,794.2560811963436,760.4653404184435,9
3,77,1272.0,,1
3,79,613.6495703285339,354.93010775332016,9
3,80,24.0586855740039,23.055966050395515,9
3,81,110.95482353415377,44.19778294709172,9
3,82,1251.8252215871612,812.7347047784199,9
3,85,221.19444863818197,123.5087976765781,9
3,87,790.5743000826371,233.81154415606056,9
3,90,107.30772086302856,108.85612988285375,9
3,91,84.66529873633101,63.22622907709503,9
3,92,409.1252862361072,230.63848353736674,9
3,94,305.1766309133115,230.78363530901834,5
3,95,1325.66880852839,1078.8380367253976,9
3,96,1054.7911399067962,843.7269817402273,9
3,97,64.36783600742645,64.61454408007972,9
3,98,39.209385813343474,45.592640583761906,8
4,1,6806.071252846702,8391.76225944753,9
4,2,5580.564615400584,2108.3817041660823,9
4,3,544.6034703558055,739.0029978096377,9
4,4,2200.9061004477967,1296.8309160257074,9
4,5,11494.234426366349,11018.678883489383,9
4,6,2804.170395098611,2727.0459885578393,9
4,7,14077.617701405197,8353.232687993033,9
4,8,1502.3169343331708,734.7510170060814,9
4,9,3741.9772626799127,2471.818631475567,9
4,10,1668.6649026568657,1813.5880357021688,9
4,11,5159.512288953258,5217.320277229862,9
4,12,998.1570056705488,544.7415575910036,9
4,13,1543.6694338676414,1325.350625333293,9
4,14,3441.2108068292764,3948.0873961545753,9
4,16,1489.2361409410992,847.2889684483923,9
4,17,1221.81059477959,1070.3102649763794,9
4,18,4447.097174335758,4114.83888703313,9
4,19,438.00849050255704,289.3236179364761,9
4,20,1009.5675696297743,1371.9466782227507,9
4,21,808.9366100347169,573.3406980209464,9
4,22,1248.1365312903463,1184.7400137094478,9
4,23,5734.571738703847,4976.315673359685,9
4,24,2157.2397744930013,1373.162172584694,9
4,25,1646.4858280926223,668.4381448037404,9
4,26,1336.8485410869869,670.2802450811589,9
4,27,228.2795192971465,222.32977127652265,9
4,28,111.54645371982717,96.85907964333971,9
4,29,1479.1964758466484,723.9757167223205,9
4,30,1459.5252717821047,747.3344530414087,9
4,31,1072.4062208334062,948.4430449492077,9
4,32,3788.8355198806844,2475.6388866623724,9
4,33,2134.4847550005984,1822.6389309548913,9
4,34,2570.039569872033,1682.3979848856593,9
4,35,753.7056940623295,629.7264281541584,9
4,36,635.3051867416553,549.1865568256617,9
4,37,904.3240059753316,376.1009203498026,9
4,38,4684.6133838597125,2779.3914029745583,9
4,40,3322.0041113710886,4007.582432001311,9
4,41,363.57927078750083,346.23687483906116,9
4,42,1622.6652272919803,1128.9199238567373,9
4,44,1108.601107042593,729.6745780622546,9
4,45,25.88013440826291,16.506996711094548,4
4,46,3084.3409083427373,4047.235089145551,9
4,47,24.0,,1
4,48,2306.582342209648,1402.234809673815,9
4,49,982.6977826812773,545.3619174596357,9
4,52,944.7352940946829,896.012328534121,9
4,54,78.98035936634916,39.94685319445301,9
4,55,3332.8177663888036,3110.6053040044526,9
4,56,502.088185577169,301.6384937920153,9
4,58,2812.6236401054502,2762.8150906843975,9
4,59,5687.419690415789,8072.185898895341,9
4,60,80.38958634617597,86.46150123873595,9
4,67,1091.7696914806527,1193.0015200785385,9
4,71,1096.4312219199294,774.363427601515,9
4,72,23635.63136773332,18572.91468775454,9
4,74,1158.211717632374,831.4554262043748,9
4,77,,,2
4,79,1947.5040659127465,1851.1004519828068,9
4,80,1165.7519937810362,850.9580680795813,9
4,81,1303.8126318932373,1183.265932433403,9
4,82,4804.722816170219,5271.228314785787,9
4,83,1581.822716013677,981.6233779175673,9
4,85,576.8589511684781,472.18295653662256,9
4,87,3369.2226369272466,1309.834607252182,9
4,90,5535.224084938862,3432.1877687803703,9
4,91,2410.9005761402555,1629.5655804875696,9
4,92,13449.156359720564,6338.783410421099,9
4,93,2849.406294836311,2050.520043417253,9
4,94,2961.8995149046686,1128.300210353911,9
4,95,4811.586759878908,4959.061020670669,9
4,96,2385.6902099005474,1668.6676834940472,9
4,97,1525.2595936805685,1286.030603943764,9
4,98,1361.6400571875026,993.9135676621828,9
4,99,3000.7851890028996,3338.286359023993,6
