Store,Dept,Mean_Error,Std_Error,Sample_Count
1,1,2039.6488982715164,2421.5484315620424,8
1,2,1485.6035866800385,703.2708102004673,8
1,3,2519.3612181424905,2124.0501176884577,8
1,4,973.9523567780752,605.5567555354077,8
1,5,2299.433099671846,2352.9424005527703,8
1,6,420.7071814900943,268.77320815677507,8
1,7,4495.891187076996,3294.180108073142,8
1,8,2073.5379005775603,1262.6470760879754,8
1,9,2428.9561218394647,2068.509559172835,8
1,10,2796.260212701168,1926.892780277899,8
1,11,2145.706472283141,1283.6591373479696,8
1,12,1293.749776034745,927.6444078431352,8
1,13,1291.2655240498434,905.6534574046495,8
1,14,1339.010161361474,917.1024497612032,8
1,16,1266.6224952811854,923.2493243591392,8
1,17,596.0229372811233,301.1319702220537,8
1,18,1354.5181641581773,681.5172450438357,8
1,19,201.21395084353742,131.49825416447663,8
1,20,429.99826855878837,301.7278313587092,8
1,21,416.2657157004355,211.04065927543851,8
1,22,1344.235763620432,670.8834607165988,8
1,23,1691.4310064476979,1321.9790375859366,8
1,24,1489.9448916597523,1196.6764357119441,8
1,25,800.7014495699439,827.5104846138652,8
1,26,1609.628804234604,2145.798002944849,8
1,27,217.18926354574756,154.1777136260813,8
1,28,70.97325330529202,35.28375007070587,8
1,29,168.8507151946024,151.3162301357955,8
1,30,282.70847998925296,198.0964974182996,8
1,31,277.1165661807232,265.36735309367197,8
1,32,718.4762669080731,508.13820638219397,8
1,33,1309.9928389994056,1099.0224204611402,8
1,34,679.5271781119063,512.4159148976779,8
1,35,552.2669301780327,255.60584725137429,8
1,36,267.58583925935466,247.39910289822717,8
1,37,249.53459373675622,193.59452432411217,8
1,38,5512.758433387966,6025.170908067305,8
1,40,1710.3730333224712,969.3635781902085,8
1,41,464.9269276507956,190.27968852180217,8
1,42,826.8527773072285,378.68321815318393,8
1,44,401.65055002303563,646.1072396995537,8
1,45,19.847679117305155,17.3103599002386,5
1,46,800.9308991802677,517.0167066961317,8
1,47,222.8086751586705,,1
1,48,793.703732092662,696.2034906074981,8
1,49,1391.4634861645775,1067.5668695086943,8
1,52,301.8449735264557,190.44914170204532,8
1,54,41.83714285714286,30.74849032298752,7
1,55,1699.8183624152032,1324.21593497179,8
