Store,Dept,Intercept,Year_2010,Year_2011,Year_2012,Week_1,Week_2,Week_3,Week_4,Week_5,Week_6,Week_7,Week_8,Week_9,Week_10,Week_11,Week_12,Week_13,Week_14,Week_15,Week_16,Week_17,Week_18,Week_19,Week_20,Week_21,Week_22,Week_23,Week_24,Week_25,Week_26,Week_27,Week_28,Week_29,Week_30,Week_31,Week_32,Week_33,Week_34,Week_35,Week_36,Week_37,Week_38,Week_39,Week_40,Week_41,Week_42,Week_43,Week_44,Week_45,Week_46,Week_47,Week_48,Week_49,Week_50,Week_51,Week_52
1,1,22596.962914296073,608.8195522664663,-608.8195522662447,0.0,-6668.818457505932,-4576.931013514046,-4358.764123082035,-3505.1259227275996,978.1021512500124,19047.362149267956,20453.485189103343,-4016.015295147771,-2503.638783710357,-2048.495482865505,-1597.0565967595471,-1003.981256568722,15506.1612252739,11510.51326028982,-546.665141481622,11811.771717850012,6739.136930407858,-4302.405780011339,-4834.05318598122,-6841.102575762817,-6915.537520478579,-5939.48099109116,-6076.7914734997175,-6287.717400109455,-6391.005888455393,-6488.148300600354,-5911.6752293349155,-5930.656158578434,-6974.619005194329,-6582.7660647403445,-6221.7550308099435,-6710.159194838412,-6680.972237875181,-7288.870590260918,-4931.466256359374,-3995.0647996513144,-3232.079677216985,-3792.9394122815984,-2845.433803045432,31.316976738831965,1320.6679895800344,2709.437990475231,12264.824590186581,9890.101179238127,-4779.426490345055,-4168.2702418615445,-5250.976160065739,-5.573875517171867,8696.907942659494,22085.24165482042,30824.280112060653,-3664.8716418699382
1,2,45468.42458884854,-6.268443960687644,6.268443960688609,0.0,-3966.74506177515,-5149.60740404052,-3295.032506563825,-4891.3761579624415,2842.6531891780332,751.682039099858,2640.1767350384252,1535.6376003901592,4626.657310308513,-91.7960849078204,-385.7612846634488,-2077.162837510865,420.25592973959215,413.9052202071734,482.9780615162657,183.1901426380587,-908.6828934126223,2080.5369756251744,-1525.7429216970643,60.870869110698415,-228.11153283692707,810.1310135233517,970.1264283364652,874.7556537059655,-1260.751558380521,569.7422094381542,-1127.1905741512835,509.8022307231917,-13.387213308675467,-640.7868851151431,3620.1169555600673,1508.8867194910504,2393.732923400953,1798.9346737141864,3852.3996584609263,-1455.6662964322388,-658.8318168831518,-1433.743260441722,-118.04970477839333,1485.3973362400816,-2289.075386659166,-1493.1777118195405,-2449.5672778603644,214.7396966563278,-2500.91855242484,-2612.03309611432,-2903.2047476732223,-2221.091043850555,1184.1691818826343,3809.324472147254,15016.55900885479,-8959.868423724523
1,3,12778.739266769679,-175.4038487087449,175.40384870861746,0.0,2192.7745702488787,-649.6835226520476,-294.4790955402993,-1750.6491128960197,-1823.3022895796237,-2160.5182592450337,-2818.792062914609,-2762.6283788717387,-2634.8229155977315,-3077.609923476243,-4028.9796714567033,-3693.131072795318,-3439.052281479311,-3387.0028596055167,-3352.0641617921824,-2643.929574679708,-3782.3674539734648,-3145.852740211896,-4095.869880703346,-3888.638593401042,-4165.154027071139,-4120.3014403948,-4330.763786733629,-4350.512598012843,-4778.688482651907,-4648.976130883643,-3257.2930067869947,1705.008159771173,4671.627529519107,7278.554097970921,13250.45952415965,18200.32981967906,30828.770513013114,35947.79484581319,8112.225134044439,-1065.313177470242,-1526.4740428038274,-3110.2454973691865,-3504.0098143800383,-2937.176752997645,-3543.0904490533158,-3545.46108502843,-3840.271245050002,-3688.84624048594,-3329.7520341458253,-3369.333452607876,-2400.5936486494375,-1721.1984014278344,-202.35410932856817,1217.0541552753468,2240.6175752700456,-4780.032650551072
1,4,36445.84813294241,198.93662424400156,-198.93662424395717,0.0,1699.906890899307,-406.914935477798,-999.6164612960989,-3147.5322721801613,2387.055018287443,-628.5109993948333,-399.5657937137465,-1414.1096311999563,1092.242736660763,-2042.6157065867228,-1604.789748754283,-3325.723536054091,-448.4586778833282,-576.5977320516503,-2466.906315941165,-1578.7357197505007,-2210.970196067091,852.824712289941,-2988.9870476855435,-1414.2232849367515,-443.2375960203434,2802.898896836944,-544.0789018332777,-1215.2826721615156,-2181.0889336545606,2512.4765539277355,2466.6588703387088,-394.0834370187801,-879.4560093689752,-1076.519203544733,3395.895202409553,1574.1456780656804,3373.7063106664514,699.0434628872802,1368.608635029161,-1130.2936933604485,-2244.861261761955,-3125.6330513435305,-2915.9298126062536,119.65343123580996,-2331.129369978869,-2352.799156397025,-2296.7252385454667,1618.5918143750218,-631.8545661075116,1579.5286892502597,8267.508604936878,-12.84214684319509,918.1677826537118,2346.6739371820736,10868.589051372579,-514.1031697857208
1,5,25159.075070421753,-670.5787565863428,670.5787565851786,0.0,-4094.8537416567024,-7167.336195394611,-7782.005007835656,-2325.154925819174,5719.55295607456,5869.405514671757,4057.064272370461,296.89317611254506,2292.7635832645196,-204.57809930851892,-1452.6736248190016,4253.734779446137,1411.100138127243,-2880.5968274531842,-6653.275589595951,-2282.1494865135805,-6160.852980869549,-6595.8212932059205,-8274.627914349925,-9154.974406859796,-8342.816759698519,-4424.822496903084,-5389.537203858919,-4593.387639975192,-6074.269507946975,-5807.111284396022,-6968.865181397387,-8038.19320169394,-7721.081775340398,-8317.809891266894,-6424.26218545303,-7726.581223126716,-8390.55610687718,-10145.126044014916,-8596.112862214743,-8431.204366623055,-6977.528697333206,-6699.675310881066,-5009.264760339745,-1027.4720686593062,-3504.541958910367,-720.2444252519936,-4071.4568703210143,-319.33885725293413,-274.2815738877136,1242.351447479648,45020.98543815566,11543.998403532163,25394.40456374397,33600.87478520327,61744.8761038061,6576.437185312557
1,6,5250.312559324144,426.2834768210461,-426.2834768206778,0.0,-2533.820534900818,-2235.5403731882398,-2276.4846669280514,-1702.5323587292978,-200.41478550860256,503.31064279193845,456.28516349087903,-37.183483490444324,-319.3680363335692,-766.4014723568359,-853.8071544524906,-365.38376645942657,-1231.7813316656134,-1094.0502731010465,-786.0048472692184,-738.9498878096985,-1305.272843644481,1023.4301934599569,885.2434981257893,-133.92433712445344,179.69833647865568,-591.8753473875154,-841.2976283854815,-1142.8903212429552,-1184.6966611667583,-481.5287130015627,-480.677377775469,-1443.3383654158256,-1265.2228893417569,-1485.6576835862923,-1300.1004194959853,-1348.7937760878638,-2273.660008709434,-1870.392904090231,-1246.4394983973352,-1246.709417651889,-1334.0145940468317,-1145.2489413988085,-1564.280975485444,-1548.0722068983027,-1268.6641567715735,-776.4992184352361,-908.0647929775597,-1159.9104681867727,-2101.4182863247374,-1418.0377628174524,14066.903615068497,353.05668722376487,1843.8201856297683,7234.47504490253,22156.80769512666,-694.6184942564483
1,7,26976.431879913194,501.49849415530844,-501.4984941561095,0.0,-10263.179144051235,-14200.218886080587,-12701.948877215706,-11785.730236883976,-7688.796806450793,-7461.879661866447,-4793.102854049426,-6085.136269919593,-6108.410471493764,-6542.74954892912,-987.65628993153,-8776.166837392622,-6076.033238414822,-6738.102606805583,-8163.6576628499315,-7417.803967063148,-7119.7211423996505,-7481.68710873869,-7935.142993437702,-4711.876183909485,3996.353196471495,14284.056604943355,3088.0257157869546,3051.72478550871,69.50091913985226,-2739.1325930338467,-4355.599411201033,-7189.885848265594,-8455.817548805626,-9254.907199130936,-8285.671686855021,-9868.538017966288,-11108.67281831181,-12348.287285315031,-9963.622452922185,-9646.0977608988,-10572.637485521975,-10790.57418533395,-11392.610430321336,-11063.72575019413,-10442.73757179878,-5523.766803749384,-5842.156271394206,-10401.748747924057,-7414.804591431769,-1474.4578658449777,40996.716469164814,20757.29266266742,39445.85160867289,70178.64202914896,137359.52548888678,-2053.236366307237
1,8,34808.808631355336,37.602273903191275,-37.60227390315192,0.0,570.5467734221156,-206.98845879440168,-120.19812133236982,-741.5965732347008,4711.805677785669,1446.3653149099016,1598.557411877971,594.9975568528251,3324.4952641645414,-133.30317443355142,-398.2254734716212,-1847.1536940409353,620.7404241037223,-1041.0442406790173,-1471.4779399635677,-719.5552101785006,-1079.9138822129714,1732.1789403749308,-1256.522279922761,-93.44378561492752,73.91621097945841,1391.4096677242578,-248.83534994001826,-524.1971845840453,-1425.6197789797504,1113.2515694956408,-427.7959608471107,-1420.3271737964046,-1067.8360639138277,-1512.357324420805,537.5891227110683,-2255.790292488207,-2452.614148817943,-2740.364508653784,550.35582859847,-1410.286322476407,-1550.0077279932236,-1849.1092573054584,-101.76153859288704,1014.3720502139105,-1077.858305303319,-903.2368925015429,-836.3043515117186,2741.808918543835,-193.18922472887405,1164.6031944376248,-866.6196057997101,1117.6917872148279,1015.3467515355181,2178.845692796248,6493.81572607456,-2019.1600372841967
1,9,26904.07956117773,168.6044802162605,-168.60448021638123,0.0,-10279.528571193663,-11941.847332586343,-12668.679096791611,-11179.85011216557,-9064.986821011662,-9364.941581985337,-7601.2704187409145,-6002.61707921107,-3003.527397029665,-2824.3326434845094,8309.663392561406,126.98228366404095,1216.3891168129035,19.534288599716856,1314.1241197889258,-302.1171012283176,123.01845825557547,-1400.504914767391,-3860.5259376477643,-3710.072833945727,-261.185534493461,5165.475731485033,-959.72202066876,-1646.3898510098936,-1906.1531618807765,-3390.5567675511184,333.4435382716778,-7881.002095117826,-8486.46459969882,-8906.246722779264,-9489.096573370934,-11380.719535096567,-3282.9854977854966,-4860.237204930652,15942.047367839825,11766.7753674223,2373.6741115943923,3801.6895422839557,14297.31549150533,8798.769954665906,6571.70338512132,426.98798710594053,5868.589688206091,13621.696271194707,8450.401451462532,7099.300197880304,17176.267644808206,1849.0142888443734,2038.4689749926072,3487.7564220495974,20210.327560032674,-4733.855230274239
1,10,30223.223422831565,-323.4945452766747,323.49454527635817,0.0,-4942.784996628325,-3902.068812060858,-4525.855700741636,-3355.274488870422,2111.196377645896,2516.3098679045574,3774.7492189100885,1927.0774263137307,2950.6043614443943,2157.874996460529,3654.6628921768597,724.9743692635992,2097.4342532137534,1096.4890728174437,808.6485595685696,-116.0604741141406,-612.8904963304287,51.65121089790349,-1189.0124541158089,-389.62550248237363,1311.3731940203256,2404.2023309476476,1856.1734720614663,2575.5831991967557,1417.0643077759628,2402.003288489623,1029.0111455901479,338.4112549836588,751.728020269059,-205.63909839022475,1347.735058278479,732.3457391376481,856.2780197961091,536.3351251170452,1361.7740623934612,1789.7918747099616,-140.06852586851852,-1006.4458519009254,-824.5809661103825,-141.44330840640703,-1537.355146463393,-958.3637378346494,-3539.845888641894,716.3622065945418,-2889.53057290103,-2841.5760800589455,-1828.1736085514976,-3160.1252578761337,-2526.8595715929223,-2038.0402525044947,1894.7239073353421,-4520.948020870078
